Orthogroup	Apis_mellifera-longest-isoforms	Ceratina_australensis-longest-isoforms	Ceratina_calcarata-longest-isoforms	Drosophila_melanogaster	Megalopta_genalis-longest-isoforms
OG0002745	XP_006570866.1, XP_623508.3	Caust.v2_012295	XP_026671284.1	FBgn0004378	XP_033328960.1
OG0002746	XP_006570939.2, XP_016768314.2	Caust.v2_005596	XP_017892747.1	FBgn0001324	XP_033330440.1
OG0002747	XP_006571000.1	Caust.v2_005338, Caust.v2_019361	XP_017886533.1	FBgn0052369	XP_033322797.1
OG0002748	XP_006571081.1, XP_006571082.1	Caust.v2_010521	XP_026667171.1		XP_033326129.1, XP_033326133.1
OG0002749	XP_006571225.2, XP_624549.4	Caust.v2_008096		FBgn0030738	XP_033323065.1, XP_033323067.1
OG0002750	XP_006571227.1	Caust.v2_011736	XP_017877066.1, XP_017877067.1	FBgn0039625	XP_033341363.1
OG0002751	XP_006571256.1, XP_026297207.1	Caust.v2_015584	XP_026667378.1		XP_033341116.1, XP_033341117.1
OG0002752	XP_006571326.2	Caust.v2_010415	XP_017889172.1	FBgn0004839, FBgn0267728	XP_033328759.1
OG0002753	XP_006571338.2	Caust.v2_005492	XP_017882951.1	FBgn0020272	XP_033328532.1, XP_033328533.1
OG0002754	XP_006571445.1	Caust.v2_007317, Caust.v2_019004	XP_017889118.1	FBgn0035249	XP_033328648.1
OG0002755	XP_006571527.1		XP_017882967.1, XP_026670808.1	FBgn0085444	XP_033340085.1, XP_033340086.1
OG0002756	XP_006571541.1, XP_006571542.1		XP_017889265.1, XP_017889293.1, XP_017889307.1	FBgn0010877	
OG0002757	XP_006571920.1, XP_624026.3	Caust.v2_014681	XP_017876332.2, XP_017882731.1		XP_033330748.1
OG0002758	XP_006572022.1	Caust.v2_012834	XP_017877922.1	FBgn0032487, FBgn0036916	XP_033337694.1
OG0002759	XP_006572054.1, XP_006572058.1, XP_026297474.1	Caust.v2_016355	XP_017883270.1	FBgn0003896	
OG0002760	XP_006572082.1	Caust.v2_006788	XP_026674886.1	FBgn0029913, FBgn0035321	XP_033324329.1
OG0002761	XP_006572124.1		XP_017886817.1	FBgn0000346, FBgn0051495, FBgn0266464	XP_033332420.1
OG0002762	XP_006572280.2, XP_006572282.2	Caust.v2_018379		FBgn0032923, FBgn0263050	XP_033328815.1
OG0002763	XP_006572319.1, XP_395353.1	Caust.v2_013741	XP_017877001.1	FBgn0000257	XP_033333810.1
OG0002764	XP_006572321.1, XP_006572322.1		XP_017877111.1	FBgn0031030	XP_033333808.1, XP_033333809.1
OG0002765	XP_006572407.1	Caust.v2_008191	XP_017881487.1, XP_026670033.1	FBgn0030869	XP_033329998.1
OG0002766	XP_016766173.1, XP_016766174.1, XP_016766178.1		XP_026667823.1	FBgn0029095, FBgn0038466	
OG0002767	XP_016766300.1		XP_017880541.1, XP_026669515.1, XP_026669517.1, XP_026669518.1	FBgn0259221	
OG0002768	XP_016766719.1, XP_016766720.1, XP_016766723.1	Caust.v2_000342		FBgn0011817	XP_033322051.1
OG0002769	XP_016766924.2	Caust.v2_001241		FBgn0033174, FBgn0052591, FBgn0260459	XP_033332555.1
OG0002770	XP_016766939.1, XP_016766940.1	Caust.v2_002515		FBgn0032147	XP_033337611.1, XP_033337690.1
OG0002771	XP_016767264.2	Caust.v2_013998	XP_017879117.1	FBgn0051202, FBgn0259170	XP_033332357.1
OG0002772	XP_016767403.1	Caust.v2_007620, Caust.v2_007623		FBgn0262473	XP_033325300.1, XP_033325301.1
OG0002773	XP_016767489.1, XP_624278.2	Caust.v2_007742	XP_017876169.1	FBgn0034308	XP_033326139.1
OG0002774	XP_016767530.2	Caust.v2_006747	XP_017883091.1	FBgn0013983	XP_033328248.1, XP_033328249.1
OG0002775	XP_016767597.1	Caust.v2_003473	XP_017876228.1, XP_026667483.1	FBgn0034859	XP_033328214.1
OG0002776	XP_016767779.1, XP_625165.1		XP_026666878.1, XP_026666879.1	FBgn0026015	XP_033326267.1
OG0002777	XP_016767787.2	Caust.v2_017093	XP_017887620.1	FBgn0014031	XP_033340517.1, XP_033340518.1
OG0002778	XP_016767837.1	Caust.v2_011384, Caust.v2_014192	XP_026674293.1	FBgn0083946	XP_033339152.1
OG0002779	XP_016767861.1, XP_026296445.1	Caust.v2_012565, Caust.v2_012567	XP_017879855.1	FBgn0032470	
OG0002780	XP_016767942.1	Caust.v2_014292	XP_017883505.1		XP_033324043.1, XP_033324045.1, XP_033324046.1
OG0002781	XP_016768282.1	Caust.v2_013694	XP_017893033.1, XP_026666523.1	FBgn0260991	XP_033322764.1
OG0002782	XP_016768511.2, XP_026297457.1	Caust.v2_002394, Caust.v2_021162	XP_017892658.2		XP_033335060.1
OG0002783	XP_016768514.1, XP_016768517.1	Caust.v2_002398	XP_026667523.1, XP_026667525.1	FBgn0038407	
OG0002784	XP_016768595.2, XP_026297471.1	Caust.v2_009989	XP_017881521.1	FBgn0036896	XP_033331873.1
OG0002785	XP_016768675.1, XP_624014.2	Caust.v2_013714	XP_017885227.1	FBgn0033688	XP_033329418.1
OG0002786	XP_016768683.1, XP_394666.3	Caust.v2_016028	XP_017885968.1	FBgn0052409	XP_033340376.1
OG0002787	XP_016768705.2, XP_395948.5	Caust.v2_010687	XP_026673279.1, XP_026673280.1		XP_033328808.1
OG0002788	XP_016768956.2	Caust.v2_015989	XP_017882806.1	FBgn0028484	XP_033327373.1, XP_033327374.1
OG0002789	XP_016769004.1, XP_395348.2	Caust.v2_001478	XP_017890826.1	FBgn0033155	XP_033332606.1
OG0002790	XP_016769079.1, XP_016769080.1		XP_017891275.1, XP_026674807.1		XP_033332848.1, XP_033332849.1
OG0002791	XP_016769109.1	Caust.v2_001707	XP_026671018.1	FBgn0037754, FBgn0283666	XP_033327490.1
OG0002792	XP_016769122.2		XP_026675398.1	FBgn0027509	XP_033322290.1, XP_033322298.1, XP_033322306.1
OG0002793	XP_016769191.1, XP_394755.4	Caust.v2_001637	XP_026673667.1	FBgn0028408	XP_033337650.1
OG0002794	XP_016769275.1, XP_016769276.1	Caust.v2_008876	XP_026668982.1, XP_026674226.1	FBgn0039380	
OG0002795	XP_016769384.2	Caust.v2_006621, Caust.v2_020189, Caust.v2_021242	XP_026669772.1, XP_026669782.1		
OG0002796	XP_016769472.1, XP_016769473.1		XP_017877461.1, XP_026668148.1	FBgn0034371	XP_033325797.1
OG0002797	XP_016769825.1, XP_016769826.1	Caust.v2_006158	XP_017876501.1	FBgn0027535	XP_033325375.1
OG0002798	XP_016769932.1	Caust.v2_009127	XP_017886569.1, XP_017886612.1	FBgn0035480	XP_033341057.1
OG0002799	XP_016770114.1, XP_016770116.1, XP_016770117.1	Caust.v2_008847	XP_017876867.1		XP_033324467.1
OG0002800	XP_016770156.2, XP_016770157.2, XP_394997.3	Caust.v2_012766		FBgn0037202	XP_033340437.1
OG0002801	XP_016770230.2, XP_016770237.2, XP_026299898.1, XP_026299899.1, XP_026299900.1, XP_026299901.1				
OG0002802	XP_016770369.1		XP_017879057.1, XP_026668823.1	FBgn0003023, FBgn0031622	XP_033334952.1
OG0002803	XP_016770446.1, XP_016770450.1	Caust.v2_000847		FBgn0030437, FBgn0052843	XP_033334721.1
OG0002804	XP_016770639.2, XP_026299797.1, XP_026299798.1	Caust.v2_020910		FBgn0052206	XP_033342256.1
OG0002805	XP_016770682.1	Caust.v2_002806, Caust.v2_002811		FBgn0000463	XP_033342434.1, XP_033342435.1
OG0002806	XP_016770906.1	Caust.v2_009314	XP_026669336.1	FBgn0031401	XP_033338404.1, XP_033338405.1
OG0002807	XP_016771036.1	Caust.v2_014545, Caust.v2_021070	XP_017875588.1	FBgn0035245	XP_033335449.1
OG0002808	XP_016771089.2		XP_017877184.1, XP_017877185.1, XP_026667945.1	FBgn0034618	XP_033335254.1
OG0002809	XP_016771203.2, XP_016771204.2	Caust.v2_019772	XP_017886184.1		XP_033330239.1, XP_033330242.1
OG0002810	XP_016771340.2, XP_397038.5	Caust.v2_002668	XP_017886547.1		XP_033330257.1, XP_033330258.1
OG0002811	XP_016771378.2, XP_026300351.1	Caust.v2_000116	XP_026666790.1	FBgn0033998	XP_033339435.1
OG0002812	XP_016771408.2, XP_026300519.1, XP_026300520.1	Caust.v2_000460	XP_026666686.1		XP_033332032.1
OG0002813	XP_016771436.2	Caust.v2_004732		FBgn0030640	XP_033339379.1, XP_033339384.1, XP_033339391.1
OG0002814	XP_016771804.1	Caust.v2_010061, Caust.v2_011700	XP_017882271.1	FBgn0259935	XP_033335772.1
OG0002815	XP_016771894.1, XP_397065.2	Caust.v2_008724	XP_026666632.1	FBgn0040230	XP_033331636.1
OG0002816	XP_016772010.2	Caust.v2_002286	XP_017889574.1	FBgn0002783	XP_033324841.1, XP_033324842.1
OG0002817	XP_016772018.1, XP_625010.3	Caust.v2_002301	XP_026674153.1	FBgn0032513	XP_033324643.1
OG0002818	XP_016772041.2, XP_394084.6	Caust.v2_006703, Caust.v2_006705	XP_026674201.1	FBgn0001321	
OG0002819	XP_016772166.1	Caust.v2_002321	XP_017886423.1, XP_017886424.1, XP_017886426.1, XP_017886427.1		
OG0002820	XP_016772171.1	Caust.v2_006850, Caust.v2_006852		FBgn0032612, FBgn0036202	XP_033328862.1
OG0002821	XP_016772174.1	Caust.v2_017177		FBgn0037414, FBgn0037416, FBgn0283678	XP_033340287.1
OG0002822	XP_016772178.1	Caust.v2_020347	XP_017889674.1	FBgn0033160	XP_033324913.1, XP_033324914.1
OG0002823	XP_016772586.1, XP_397330.3	Caust.v2_013985		FBgn0039331, FBgn0039909	XP_033338656.1
OG0002824	XP_016772600.1, XP_016772601.1, XP_016772602.1	Caust.v2_013982	XP_026670611.1		XP_033338637.1
OG0002825	XP_016772841.1, XP_026295907.1, XP_026295911.1	Caust.v2_010599, Caust.v2_022326			XP_033328779.1
OG0002826	XP_016772970.1, XP_623603.1	Caust.v2_011911	XP_017888200.1	FBgn0027588	XP_033328970.1
OG0002827	XP_016772983.2, XP_016772985.2, XP_026301984.1			FBgn0264753	XP_033322933.1, XP_033322936.1
OG0002828	XP_016773003.2, XP_016773007.2, XP_026301753.1	Caust.v2_004913		FBgn0036569	XP_033336510.1
OG0002829	XP_016773012.1, XP_026295295.1	Caust.v2_021818	XP_017887330.1	FBgn0050419	XP_033321811.1
OG0002830	XP_016773297.1, XP_392116.3		XP_017889057.1, XP_017889058.1		XP_033328741.1, XP_033328742.1
OG0002831	XP_016773304.2	Caust.v2_006827	XP_017884531.1, XP_026671783.1	FBgn0024182	XP_033331665.1
OG0002832	XP_016773335.2	Caust.v2_012098, Caust.v2_020511	XP_026670468.1	FBgn0034267	XP_033336142.1
OG0002833	XP_016773380.1	Caust.v2_018411, Caust.v2_018861	XP_017883937.1	FBgn0011818	XP_033342108.1
OG0002834	XP_016773396.2, XP_016773398.2, XP_016773400.2	Caust.v2_019707	XP_026675296.1		XP_033340782.1
OG0002835	XP_026294632.1	Caust.v2_003003	XP_026675404.1, XP_026675405.1	FBgn0039543, FBgn0261862	
OG0002836	XP_026294636.1, XP_026294637.1, XP_026294638.1	Caust.v2_003002	XP_026675389.1	FBgn0000316	
OG0002837	XP_026294719.1	Caust.v2_001101	XP_026675647.1	FBgn0025335, FBgn0031631	XP_033334281.1
OG0002838	XP_026294728.1	Caust.v2_005726, Caust.v2_008919, Caust.v2_020883		FBgn0036479	XP_033339914.1
OG0002839	XP_026294732.1	Caust.v2_011711	XP_017893235.1	FBgn0033451	XP_033332969.1, XP_033337803.1
OG0002840	XP_026294793.1, XP_026294794.1	Caust.v2_003760, Caust.v2_017188	XP_017890819.1		XP_033321549.1
OG0002841	XP_026294878.1	Caust.v2_008859	XP_017879177.1, XP_017879178.1	FBgn0034452	XP_033322476.1
OG0002842	XP_026294939.1	Caust.v2_006267, Caust.v2_006268	XP_017876839.1	FBgn0260005	XP_033342109.1
OG0002843	XP_026294961.1	Caust.v2_005725, Caust.v2_005727	XP_017879170.1, XP_017879171.1		XP_033341793.1
OG0002844	XP_026294970.1, XP_393545.2	Caust.v2_018520		FBgn0037988, FBgn0261955	XP_033322615.1
OG0002845	XP_026294982.1	Caust.v2_011110, Caust.v2_019408, Caust.v2_019409, Caust.v2_021959		FBgn0261953	
OG0002846	XP_026295012.1	Caust.v2_005793	XP_017879352.1	FBgn0027780	XP_033341795.1, XP_033341796.1
OG0002847	XP_026295166.1		XP_017880845.1, XP_017880846.1, XP_017880847.1	FBgn0041004	XP_033326955.1
OG0002848	XP_026295316.1, XP_026295317.1	Caust.v2_010905, Caust.v2_017892		FBgn0265003	XP_033330499.1
OG0002849	XP_026295321.1, XP_026295322.1	Caust.v2_015476	XP_017887331.1	FBgn0011829	XP_033321805.1
OG0002850	XP_026295323.1		XP_017887263.1, XP_026672922.1	FBgn0004901, FBgn0041194	XP_033339038.1
OG0002851	XP_026295413.1	Caust.v2_002141	XP_017887325.1	FBgn0033235	XP_033331197.1, XP_033331199.1
OG0002852	XP_026295414.1, XP_026295416.1			FBgn0011566, FBgn0038470	XP_033321776.1, XP_033321778.1
OG0002853	XP_026295498.1	Caust.v2_002153	XP_017887362.1, XP_017887363.1	FBgn0033379	XP_033339021.1
OG0002854	XP_026295530.1	Caust.v2_007283	XP_017875940.1, XP_017875948.1	FBgn0260935	XP_033341541.1
OG0002855	XP_026295591.1	Caust.v2_000351	XP_026668137.1	FBgn0262579	XP_033321694.1, XP_033321700.1
OG0002856	XP_026295664.1	Caust.v2_001900	XP_017886092.1, XP_017886093.1	FBgn0030037	XP_033339351.1
OG0002857	XP_026295810.1	Caust.v2_007232	XP_017877896.1, XP_026668309.1	FBgn0003268	XP_033322470.1
OG0002858	XP_026295821.1, XP_026295822.1	Caust.v2_021171	XP_017888237.1	FBgn0023507	XP_033341554.1
OG0002859	XP_026295867.1, XP_625170.3	Caust.v2_007904	XP_017893600.1	FBgn0036414	XP_033327234.1
OG0002860	XP_026295962.1, XP_394462.2	Caust.v2_007110		FBgn0037757	XP_033338188.1, XP_033338189.1
OG0002861	XP_026295987.1	Caust.v2_015484	XP_017893551.1	FBgn0037293	XP_033326599.1, XP_033340876.1
OG0002862	XP_026296014.1	Caust.v2_018936, Caust.v2_019920, Caust.v2_020155	XP_026668727.1		XP_033333833.1
OG0002863	XP_026296135.1		XP_017882734.1, XP_017890877.1, XP_017890879.1	FBgn0037240	XP_033323152.1
OG0002864	XP_026296203.1	Caust.v2_013809	XP_026670180.1		XP_033335896.1, XP_033335916.1, XP_033335925.1
OG0002865	XP_026296208.1, XP_026296209.1		XP_017882031.1	FBgn0035166, FBgn0263025	XP_033327156.1
OG0002866	XP_026296288.1	Caust.v2_011127		FBgn0266581	XP_033327051.1, XP_033327052.1, XP_033341788.1
OG0002867	XP_026296320.1, XP_026296321.1	Caust.v2_009318	XP_017881822.1	FBgn0038295	XP_033322493.1
OG0002868	XP_026296344.1	Caust.v2_020099	XP_026668208.1	FBgn0036376	XP_033333929.1, XP_033333931.1
OG0002869	XP_026296366.1, XP_392383.6	Caust.v2_004519, Caust.v2_004520		FBgn0021872	XP_033321260.1
OG0002870	XP_026296404.1	Caust.v2_003481, Caust.v2_003482	XP_026667473.1		XP_033328202.1, XP_033328278.1
OG0002871	XP_026296405.1	Caust.v2_006746	XP_017883094.1	FBgn0034415, FBgn0035438	XP_033328757.1
OG0002872	XP_026296514.1, XP_394552.4	Caust.v2_008928	XP_017883168.1	FBgn0037736	XP_033338976.1
OG0002873	XP_026296525.1	Caust.v2_005618, Caust.v2_021849	XP_026669408.1	FBgn0005390	XP_033341386.1
OG0002874	XP_026296542.1	Caust.v2_004931	XP_026669037.1, XP_026669038.1	FBgn0002887	XP_033324256.1
OG0002875	XP_026296544.1		XP_017879597.1, XP_026669039.1, XP_026669040.1	FBgn0025837, FBgn0030932	
OG0002876	XP_026296575.1, XP_026296576.1	Caust.v2_004480	XP_017891312.1, XP_026674907.1	FBgn0260006	
OG0002877	XP_026296580.1, XP_026296581.1, XP_026296582.1	Caust.v2_012540	XP_017890244.1, XP_026674346.1		
OG0002878	XP_026296611.1	Caust.v2_012685	XP_017883087.1, XP_017883088.1	FBgn0266717	XP_033324348.1
OG0002879	XP_026296649.1	Caust.v2_003512	XP_017879923.1	FBgn0016660, FBgn0261963	XP_033324229.1
OG0002880	XP_026296665.1	Caust.v2_011187, Caust.v2_011188	XP_017883019.1	FBgn0039280	XP_033328000.1
OG0002881	XP_026296677.1	Caust.v2_006779, Caust.v2_021983	XP_017883520.1	FBgn0050467	XP_033321339.1
OG0002882	XP_026296698.1	Caust.v2_015533, Caust.v2_018098, Caust.v2_018099	XP_026669196.1		XP_033322456.1
OG0002883	XP_026296774.1	Caust.v2_021561		FBgn0038739, FBgn0259741	XP_033337134.1, XP_033337264.1
OG0002884	XP_026296824.1, XP_026296826.1	Caust.v2_010242	XP_017883552.1	FBgn0259213	XP_033324106.1
OG0002885	XP_026296869.1	Caust.v2_016619	XP_017881829.1, XP_017881830.1, XP_017881831.1		XP_033322451.1
OG0002886	XP_026296990.1	Caust.v2_005292	XP_017877625.1, XP_017881610.1	FBgn0000018	XP_033329156.1
OG0002887	XP_026297059.1	Caust.v2_005947	XP_017880286.1	FBgn0015268, FBgn0040345	XP_033320813.1
OG0002888	XP_026297099.1		XP_026674732.1, XP_026674733.1	FBgn0037276, FBgn0038771	XP_033326017.1
OG0002889	XP_026297156.1	Caust.v2_006953	XP_017891098.1, XP_026674850.1	FBgn0023096	XP_033320776.1
OG0002890	XP_026297163.1		XP_017879794.2	FBgn0033377, FBgn0033969	XP_033328791.1, XP_033328793.1
OG0002891	XP_026297187.1	Caust.v2_012306, Caust.v2_016624, Caust.v2_020626		FBgn0036348	XP_033326899.1
OG0002892	XP_026297213.1	Caust.v2_010651, Caust.v2_010652	XP_017877621.2, XP_017883931.1, XP_026671273.1		
OG0002893	XP_026297221.1	Caust.v2_013194, Caust.v2_017632		FBgn0039491, FBgn0046323	XP_033339390.1
OG0002894	XP_026297224.1	Caust.v2_015348, Caust.v2_015349	XP_026670980.1	FBgn0004583	XP_033333865.1
OG0002895	XP_026297257.1	Caust.v2_011302	XP_017884095.1, XP_017884096.1	FBgn0051550	XP_033329153.1
OG0002896	XP_026297494.1, XP_026297495.1, XP_026297496.1, XP_026297497.1		XP_017879416.1		XP_033339385.1
OG0002897	XP_026297524.1, XP_026297526.1, XP_026297530.1		XP_017883242.1, XP_026670901.1		XP_033332842.1
OG0002898	XP_026297625.1, XP_026297626.1	Caust.v2_020544		FBgn0035677	XP_033328439.1, XP_033328441.1
OG0002899	XP_026297688.1	Caust.v2_012425	XP_017887768.1, XP_017887773.2	FBgn0005626	XP_033340056.1
OG0002900	XP_026297739.1, XP_623870.2	Caust.v2_010930	XP_017879800.1	FBgn0038303	XP_033340136.1
OG0002901	XP_026297751.1	Caust.v2_011738	XP_017877038.1, XP_017877039.1	FBgn0250820	XP_033341304.1
OG0002902	XP_026297775.1, XP_026297776.1, XP_026297778.1	Caust.v2_011237			XP_033342859.1, XP_033342862.1
OG0002903	XP_026297815.1, XP_026297816.1	Caust.v2_008118	XP_017892502.1	FBgn0028426	XP_033321491.1
OG0002904	XP_026297817.1	Caust.v2_008121, Caust.v2_020635	XP_026675400.1	FBgn0032117	XP_033321732.1
OG0002905	XP_026297866.1	Caust.v2_001702	XP_017883450.1	FBgn0001330	XP_033337561.1, XP_033339940.1
OG0002906	XP_026297907.1, XP_026297908.1	Caust.v2_000029	XP_017880088.1	FBgn0051635	XP_033337483.1
OG0002907	XP_026297914.1	Caust.v2_012072	XP_017875101.1, XP_026666597.1	FBgn0260798	XP_033325549.1
OG0002908	XP_026298008.1	Caust.v2_009650	XP_017888869.1, XP_017888870.1	FBgn0266668	XP_033337863.1
OG0002909	XP_026298017.1	Caust.v2_012633	XP_017888674.1, XP_026666589.1	FBgn0002926	XP_033322344.1
OG0002910	XP_026298087.1	Caust.v2_017089	XP_017883453.1	FBgn0026206	XP_033337885.1, XP_033337889.1
OG0002911	XP_026298090.1	Caust.v2_008594	XP_017881397.1, XP_017881399.1, XP_026670020.1		XP_033337643.1
OG0002912	XP_026298096.1	Caust.v2_010341	XP_017877652.1, XP_026668204.1	FBgn0037801, FBgn0040078	
OG0002913	XP_026298221.1	Caust.v2_002656	XP_017875985.1	FBgn0053087, FBgn0261260	XP_033332640.1
OG0002914	XP_026298273.1	Caust.v2_017086, Caust.v2_017087	XP_017883457.1	FBgn0032629	XP_033327368.1
OG0002915	XP_026298329.1, XP_026298330.1, XP_026298331.1	Caust.v2_001494	XP_017885277.2	FBgn0035025	
OG0002916	XP_026298429.1, XP_026298433.1	Caust.v2_009161, Caust.v2_014029	XP_017877411.1	FBgn0285925	
OG0002917	XP_026298469.1, XP_026298473.1	Caust.v2_017580	XP_026666527.1		XP_033327448.1, XP_033327449.1
OG0002918	XP_026298480.1, XP_026298481.1, XP_026298484.1	Caust.v2_011874	XP_026667618.1	FBgn0035424	
OG0002919	XP_026298498.1	Caust.v2_012011	XP_017889295.1	FBgn0030608	XP_033324916.1, XP_033325592.1
OG0002920	XP_026298507.1	Caust.v2_006584	XP_017881468.1	FBgn0035812	XP_033323798.1, XP_033323799.1
OG0002921	XP_026298509.1, XP_026298510.1	Caust.v2_002666	XP_017885045.1, XP_017885053.1		XP_033323815.1
OG0002922	XP_026298573.1, XP_026298574.1	Caust.v2_010358	XP_017877263.1	FBgn0262518	XP_033329975.1
OG0002923	XP_026298579.1	Caust.v2_005489	XP_017882950.1, XP_026670812.1	FBgn0031436	XP_033340180.1
OG0002924	XP_026298615.1	Caust.v2_007504		FBgn0014931	XP_033333340.1, XP_033333401.1, XP_033333668.1
OG0002925	XP_026298629.1	Caust.v2_016927, Caust.v2_018387	XP_017877678.1	FBgn0022960	XP_033329911.1
OG0002926	XP_026298831.1	Caust.v2_016278, Caust.v2_018496	XP_017892001.1	FBgn0015929	XP_033332699.1
OG0002927	XP_026298851.1	Caust.v2_000378	XP_026669951.1	FBgn0026428	XP_033334353.1, XP_033334357.1
OG0002928	XP_026298909.1, XP_395159.2	Caust.v2_003978, Caust.v2_013457		FBgn0037683	XP_033331724.1
OG0002929	XP_026298936.1, XP_026298937.1, XP_026298938.1, XP_026298939.1, XP_026298940.1	Caust.v2_017300			
OG0002930	XP_026298959.1, XP_396202.3	Caust.v2_009936	XP_017876686.1	FBgn0035244	XP_033326039.1
OG0002931	XP_026298960.1, XP_026298962.1	Caust.v2_009938	XP_017876477.1	FBgn0024194	XP_033326043.1
OG0002932	XP_026298964.1, XP_396093.4		XP_017882196.1	FBgn0004374	XP_033325976.1, XP_033325977.1
OG0002933	XP_026299011.1	Caust.v2_005565	XP_017883858.1, XP_017883859.1	FBgn0019643	XP_033325521.1
OG0002934	XP_026299060.1, XP_026299061.1	Caust.v2_007373	XP_017881995.1	FBgn0030246	XP_033340964.1
OG0002935	XP_026299114.1	Caust.v2_005551	XP_017882252.1, XP_017882253.1, XP_026670348.1		XP_033325846.1
OG0002936	XP_026299139.1	Caust.v2_013600	XP_017882020.1, XP_026670290.1	FBgn0040319	XP_033331779.1
OG0002937	XP_026299147.1	Caust.v2_007152	XP_017892011.1	FBgn0039508	XP_033325425.1, XP_033325426.1
OG0002938	XP_026299151.1	Caust.v2_004951, Caust.v2_012526		FBgn0030691, FBgn0034487	XP_033339579.1
OG0002939	XP_026299156.1	Caust.v2_005130, Caust.v2_005139	XP_017883879.1	FBgn0003984	XP_033325693.1
OG0002940	XP_026299176.1	Caust.v2_007558	XP_017876483.1, XP_017876484.1	FBgn0017482	XP_033325683.1
OG0002941	XP_026299222.1, XP_625037.1		XP_017890801.1, XP_026674660.1	FBgn0004463	XP_033325717.1
OG0002942	XP_026299250.1	Caust.v2_008825	XP_017875647.2, XP_017891732.1	FBgn0036514	XP_033340966.1
OG0002943	XP_026299275.1	Caust.v2_020740	XP_017876658.1, XP_026667693.1	FBgn0260941	XP_033331688.1
OG0002944	XP_026299342.1		XP_026672453.1, XP_026672454.1	FBgn0003742	XP_033335134.1, XP_033335137.1
OG0002945	XP_026299351.1, XP_624751.3	Caust.v2_006282, Caust.v2_016871	XP_017885862.1		XP_033340784.1
OG0002946	XP_026299429.1, XP_026299430.1	Caust.v2_000816	XP_017878429.1	FBgn0036741	XP_033342776.1
OG0002947	XP_026299487.1		XP_017887909.1, XP_026673263.1, XP_026673265.1	FBgn0020386	XP_033331865.1
OG0002948	XP_026299490.1, XP_026299741.1	Caust.v2_003814		FBgn0033794	XP_033342609.1, XP_033342992.1
OG0002949	XP_026299500.1	Caust.v2_001412	XP_026668551.1	FBgn0003515, FBgn0003996	XP_033342998.1
OG0002950	XP_026299558.1	Caust.v2_018148	XP_017891415.1, XP_017891416.1, XP_017891417.1	FBgn0028500	
OG0002951	XP_026299562.1	Caust.v2_003869	XP_017880292.2, XP_026669403.1	FBgn0263038	XP_033335128.1
OG0002952	XP_026299563.1, XP_026299565.1		XP_017884379.2, XP_026671865.1, XP_026671866.1	FBgn0039932	
OG0002953	XP_026299566.1, XP_391912.1	Caust.v2_001083		FBgn0032785	XP_033334934.1, XP_033334935.1
OG0002954	XP_026299723.1, XP_026299724.1, XP_026299725.1	Caust.v2_000791	XP_017882300.1		XP_033342255.1
OG0002955	XP_026299752.1, XP_625182.3	Caust.v2_001268	XP_017877619.1	FBgn0265512	XP_033335027.1
OG0002956	XP_026299802.1	Caust.v2_010553	XP_017879006.1	FBgn0036448	XP_033334560.1, XP_033334562.1
OG0002957	XP_026299925.1	Caust.v2_009551	XP_017886833.1	FBgn0003277	XP_033326312.1, XP_033334567.1
OG0002958	XP_026299970.1, XP_026299971.1	Caust.v2_003914	XP_017888441.1	FBgn0267727	XP_033335352.1
OG0002959	XP_026300079.1	Caust.v2_009556	XP_017886931.1	FBgn0004926	XP_033326305.1, XP_033326307.1
OG0002960	XP_026300166.1, XP_624348.3		XP_017886483.1, XP_026672491.1	FBgn0086362	XP_033322321.1
OG0002961	XP_026300298.1	Caust.v2_009676	XP_017886735.1, XP_026672666.1, XP_026672667.1		XP_033335347.1
OG0002962	XP_026300433.1	Caust.v2_001581	XP_017890288.1	FBgn0020378	XP_033331484.1, XP_033331493.1
OG0002963	XP_026300439.1, XP_026300440.1	Caust.v2_013398		FBgn0053639	XP_033330414.1, XP_033330429.1
OG0002964	XP_026300480.1	Caust.v2_001526	XP_026672887.1	FBgn0031853, FBgn0031854	XP_033323437.1
OG0002965	XP_026300484.1, XP_393888.4	Caust.v2_019309	XP_017891832.1	FBgn0003189	XP_033330186.1
OG0002966	XP_026300497.1, XP_026300498.1	Caust.v2_001231	XP_017878795.1	FBgn0037798	XP_033337733.1
OG0002967	XP_026300576.1	Caust.v2_004741	XP_017893372.1, XP_017893373.1	FBgn0040394	XP_033330125.1
OG0002968	XP_026300636.1		XP_017889013.1, XP_026673840.1, XP_026673841.1	FBgn0025743	XP_033341233.1
OG0002969	XP_026300706.1	Caust.v2_012841	XP_026667153.1		XP_033335843.1, XP_033335844.1, XP_033336692.1
OG0002970	XP_026300713.1	Caust.v2_017284	XP_017886545.1, XP_026667193.1	FBgn0262560	XP_033335774.1
OG0002971	XP_026300732.1	Caust.v2_012658, Caust.v2_021721	XP_017876374.1	FBgn0050085	XP_033330947.1
OG0002972	XP_026300750.1, XP_026300753.1		XP_017890260.1, XP_026674619.1	FBgn0024973	XP_033330811.1
OG0002973	XP_026300767.1		XP_017884578.1, XP_026671489.1, XP_026671490.1	FBgn0264560	XP_033335671.1
OG0002974	XP_026300776.1, XP_026300777.1, XP_026300778.1			FBgn0029932, FBgn0034045	XP_033335948.1
OG0002975	XP_026300781.1, XP_623776.4	Caust.v2_009790	XP_017888129.2	FBgn0034540	XP_033336406.1
