Orthogroup	Apis_mellifera-longest-isoforms	Ceratina_australensis-longest-isoforms	Ceratina_calcarata-longest-isoforms	Drosophila_melanogaster	Megalopta_genalis-longest-isoforms
OG0015799		Caust.v2_006284			
OG0015800		Caust.v2_006314			
OG0015801		Caust.v2_006305			
OG0015802		Caust.v2_006329			
OG0015803		Caust.v2_006328			
OG0015804		Caust.v2_006313			
OG0015805		Caust.v2_006330			
OG0015806		Caust.v2_006321			
OG0015807		Caust.v2_006333			
OG0015808		Caust.v2_006326			
OG0015809		Caust.v2_006322			
OG0015810		Caust.v2_006320			
OG0015811		Caust.v2_006332			
OG0015812		Caust.v2_022033			
OG0015813		Caust.v2_013040			
OG0015814		Caust.v2_013044			
OG0015815		Caust.v2_013038			
OG0015816		Caust.v2_013041			
OG0015817		Caust.v2_013042			
OG0015818		Caust.v2_013048			
OG0015819		Caust.v2_013043			
OG0015820		Caust.v2_013049			
OG0015821		Caust.v2_013047			
OG0015822		Caust.v2_013050			
OG0015823		Caust.v2_013054			
OG0015824		Caust.v2_013058			
OG0015825		Caust.v2_013045			
OG0015826		Caust.v2_013057			
OG0015827		Caust.v2_013052			
OG0015828		Caust.v2_013051			
OG0015829		Caust.v2_013056			
OG0015830		Caust.v2_013053			
OG0015831		Caust.v2_021822			
OG0015832		Caust.v2_010181			
OG0015833		Caust.v2_010179			
OG0015834		Caust.v2_010186			
OG0015835		Caust.v2_010180			
OG0015836		Caust.v2_010182			
OG0015837		Caust.v2_010178			
OG0015838		Caust.v2_010196			
OG0015839		Caust.v2_010205			
OG0015840		Caust.v2_010202			
OG0015841		Caust.v2_010201			
OG0015842		Caust.v2_010203			
OG0015843		Caust.v2_010191			
OG0015844		Caust.v2_010204			
OG0015845		Caust.v2_010206			
OG0015846		Caust.v2_012702			
OG0015847		Caust.v2_012706			
OG0015848		Caust.v2_012704			
OG0015849		Caust.v2_012701			
OG0015850		Caust.v2_012698			
OG0015851		Caust.v2_012703			
OG0015852		Caust.v2_012715			
OG0015853		Caust.v2_012712			
OG0015854		Caust.v2_012710			
OG0015855		Caust.v2_012714			
OG0015856		Caust.v2_012716			
OG0015857		Caust.v2_012708			
OG0015858		Caust.v2_012713			
OG0015859		Caust.v2_012709			
OG0015860		Caust.v2_012711			
OG0015861		Caust.v2_012707			
OG0015862		Caust.v2_021516			
OG0015863		Caust.v2_018455			
OG0015864		Caust.v2_018454			
OG0015865		Caust.v2_021461			
OG0015866		Caust.v2_008428			
OG0015867		Caust.v2_008431			
OG0015868		Caust.v2_008427			
OG0015869		Caust.v2_008448			
OG0015870		Caust.v2_008454			
OG0015871		Caust.v2_008451			
OG0015872		Caust.v2_008450			
OG0015873		Caust.v2_008444			
OG0015874		Caust.v2_008447			
OG0015875		Caust.v2_008452			
OG0015876		Caust.v2_008449			
OG0015877		Caust.v2_008453			
OG0015878		Caust.v2_008456			
OG0015879		Caust.v2_008455			
OG0015880		Caust.v2_008446			
OG0015881		Caust.v2_008445			
OG0015882		Caust.v2_016347			
OG0015883		Caust.v2_016346			
OG0015884		Caust.v2_022217			
OG0015885		Caust.v2_018212			
OG0015886		Caust.v2_018210			
OG0015887		Caust.v2_022039			
OG0015888		Caust.v2_019389			
OG0015889		Caust.v2_019391			
OG0015890		Caust.v2_019390			
OG0015891		Caust.v2_018751			
OG0015892		Caust.v2_022203			
OG0015893		Caust.v2_017524			
OG0015894		Caust.v2_017528			
OG0015895		Caust.v2_017525			
OG0015896		Caust.v2_017522			
OG0015897		Caust.v2_019606			
OG0015898		Caust.v2_019066			
OG0015899		Caust.v2_019062			
OG0015900		Caust.v2_020312			
OG0015901		Caust.v2_013874			
OG0015902		Caust.v2_013873			
OG0015903		Caust.v2_013872			
OG0015904		Caust.v2_013871			
OG0015905		Caust.v2_013864			
OG0015906		Caust.v2_013862			
OG0015907		Caust.v2_013859			
OG0015908		Caust.v2_013867			
OG0015909		Caust.v2_013863			
OG0015910		Caust.v2_013861			
OG0015911		Caust.v2_013868			
OG0015912		Caust.v2_013857			
OG0015913		Caust.v2_013866			
OG0015914		Caust.v2_008862			
OG0015915		Caust.v2_017918			
OG0015916		Caust.v2_017915			
OG0015917		Caust.v2_020823			
OG0015918		Caust.v2_013594			
OG0015919		Caust.v2_013606			
OG0015920		Caust.v2_013601			
OG0015921		Caust.v2_005899			
OG0015922		Caust.v2_005895			
OG0015923		Caust.v2_005906			
OG0015924		Caust.v2_005907			
OG0015925		Caust.v2_005913			
OG0015926		Caust.v2_005925			
OG0015927		Caust.v2_005915			
OG0015928		Caust.v2_005931			
OG0015929		Caust.v2_005934			
OG0015930		Caust.v2_005932			
OG0015931		Caust.v2_005984			
OG0015932		Caust.v2_005986			
OG0015933		Caust.v2_006000			
OG0015934		Caust.v2_005998			
OG0015935		Caust.v2_005996			
OG0015936		Caust.v2_005990			
OG0015937		Caust.v2_005988			
OG0015938		Caust.v2_006006			
OG0015939		Caust.v2_006016			
OG0015940		Caust.v2_005999			
OG0015941		Caust.v2_005997			
OG0015942		Caust.v2_006007			
OG0015943		Caust.v2_006029			
OG0015944		Caust.v2_006034			
OG0015945		Caust.v2_006027			
OG0015946		Caust.v2_006035			
OG0015947		Caust.v2_006033			
OG0015948		Caust.v2_006028			
OG0015949		Caust.v2_006038			
OG0015950		Caust.v2_006036			
OG0015951		Caust.v2_018731			
OG0015952		Caust.v2_018730			
OG0015953		Caust.v2_018729			
OG0015954		Caust.v2_019433			
OG0015955		Caust.v2_022204			
OG0015956		Caust.v2_002635			
OG0015957		Caust.v2_002639			
OG0015958		Caust.v2_002628			
OG0015959		Caust.v2_002631			
OG0015960		Caust.v2_002640			
OG0015961		Caust.v2_002641			
OG0015962		Caust.v2_002655			
OG0015963		Caust.v2_002636			
OG0015964		Caust.v2_002661			
OG0015965		Caust.v2_002671			
OG0015966		Caust.v2_002688			
OG0015967		Caust.v2_002678			
OG0015968		Caust.v2_002677			
OG0015969		Caust.v2_002675			
OG0015970		Caust.v2_002680			
OG0015971		Caust.v2_002694			
OG0015972		Caust.v2_002696			
OG0015973		Caust.v2_002687			
OG0015974		Caust.v2_002693			
OG0015975		Caust.v2_002685			
OG0015976		Caust.v2_002690			
OG0015977		Caust.v2_002686			
OG0015978		Caust.v2_002697			
OG0015979		Caust.v2_002695			
OG0015980		Caust.v2_002689			
OG0015981		Caust.v2_002691			
OG0015982		Caust.v2_002692			
OG0015983		Caust.v2_002718			
OG0015984		Caust.v2_002708			
OG0015985		Caust.v2_002738			
OG0015986		Caust.v2_002739			
OG0015987		Caust.v2_002725			
OG0015988		Caust.v2_020322			
OG0015989		Caust.v2_020078			
OG0015990		Caust.v2_019281			
OG0015991		Caust.v2_022586			
OG0015992		Caust.v2_016609			
OG0015993		Caust.v2_016736			
OG0015994		Caust.v2_016732			
OG0015995		Caust.v2_016735			
OG0015996		Caust.v2_016733			
OG0015997		Caust.v2_016731			
OG0015998		Caust.v2_021511			
OG0015999		Caust.v2_022460			
OG0016000		Caust.v2_015401			
OG0016001		Caust.v2_020410			
OG0016002		Caust.v2_020411			
OG0016003		Caust.v2_013330			
OG0016004		Caust.v2_013326			
OG0016005		Caust.v2_013323			
OG0016006		Caust.v2_013337			
OG0016007		Caust.v2_013339			
OG0016008		Caust.v2_013322			
OG0016009		Caust.v2_013335			
OG0016010		Caust.v2_013329			
OG0016011		Caust.v2_013336			
OG0016012		Caust.v2_013325			
OG0016013		Caust.v2_014481			
OG0016014		Caust.v2_014483			
OG0016015		Caust.v2_020143			
OG0016016		Caust.v2_013252			
OG0016017		Caust.v2_013255			
OG0016018		Caust.v2_013257			
OG0016019		Caust.v2_013249			
OG0016020		Caust.v2_013256			
OG0016021		Caust.v2_021640			
OG0016022		Caust.v2_020100			
OG0016023		Caust.v2_018945			
OG0016024		Caust.v2_018944			
OG0016025		Caust.v2_010676			
OG0016026		Caust.v2_010656			
OG0016027		Caust.v2_010657			
OG0016028		Caust.v2_010659			
OG0016029		Caust.v2_019960			
OG0016030		Caust.v2_019961			
OG0016031		Caust.v2_018104			
OG0016032		Caust.v2_018105			
OG0016033		Caust.v2_021489			
OG0016034		Caust.v2_017151			
OG0016035		Caust.v2_017154			
OG0016036		Caust.v2_017156			
OG0016037		Caust.v2_017155			
OG0016038		Caust.v2_017157			
OG0016039		Caust.v2_019453			
OG0016040		Caust.v2_009183			
OG0016041		Caust.v2_009174			
OG0016042		Caust.v2_009193			
OG0016043		Caust.v2_022738			
OG0016044		Caust.v2_020741			
OG0016045		Caust.v2_020539			
OG0016046		Caust.v2_020538			
OG0016047		Caust.v2_010118			
OG0016048		Caust.v2_010120			
OG0016049		Caust.v2_010117			
OG0016050		Caust.v2_010123			
OG0016051		Caust.v2_010119			
OG0016052		Caust.v2_022538			
OG0016053		Caust.v2_022070			
OG0016054		Caust.v2_016463			
OG0016055		Caust.v2_016470			
OG0016056		Caust.v2_016472			
OG0016057		Caust.v2_016467			
OG0016058		Caust.v2_016468			
OG0016059		Caust.v2_019401			
OG0016060		Caust.v2_019402			
OG0016061		Caust.v2_019400			
OG0016062		Caust.v2_021413			
OG0016063		Caust.v2_012999			
OG0016064		Caust.v2_013006			
OG0016065		Caust.v2_012997			
OG0016066		Caust.v2_012998			
OG0016067		Caust.v2_022270			
OG0016068		Caust.v2_005467			
OG0016069		Caust.v2_005471			
OG0016070		Caust.v2_005474			
OG0016071		Caust.v2_005466			
OG0016072		Caust.v2_005463			
OG0016073		Caust.v2_005470			
OG0016074		Caust.v2_005473			
OG0016075		Caust.v2_005478			
OG0016076		Caust.v2_005475			
OG0016077		Caust.v2_005493			
OG0016078		Caust.v2_005472			
OG0016079		Caust.v2_005476			
OG0016080		Caust.v2_005469			
OG0016081		Caust.v2_005501			
OG0016082		Caust.v2_005519			
OG0016083		Caust.v2_005514			
OG0016084		Caust.v2_021526			
OG0016085		Caust.v2_014262			
OG0016086		Caust.v2_014258			
OG0016087		Caust.v2_014257			
OG0016088		Caust.v2_020200			
OG0016089		Caust.v2_019465			
OG0016090		Caust.v2_021421			
OG0016091		Caust.v2_000635			
OG0016092		Caust.v2_000636			
OG0016093		Caust.v2_000645			
OG0016094		Caust.v2_000647			
OG0016095		Caust.v2_000646			
OG0016096		Caust.v2_000644			
OG0016097		Caust.v2_000640			
OG0016098		Caust.v2_000638			
OG0016099		Caust.v2_000642			
OG0016100		Caust.v2_000637			
OG0016101		Caust.v2_000656			
OG0016102		Caust.v2_000658			
OG0016103		Caust.v2_000659			
OG0016104		Caust.v2_000661			
OG0016105		Caust.v2_000662			
OG0016106		Caust.v2_000654			
OG0016107		Caust.v2_000664			
OG0016108		Caust.v2_000665			
OG0016109		Caust.v2_000670			
OG0016110		Caust.v2_000669			
OG0016111		Caust.v2_000671			
OG0016112		Caust.v2_000668			
OG0016113		Caust.v2_000672			
OG0016114		Caust.v2_000667			
OG0016115		Caust.v2_000666			
OG0016116		Caust.v2_000689			
OG0016117		Caust.v2_000691			
OG0016118		Caust.v2_000695			
OG0016119		Caust.v2_000693			
OG0016120		Caust.v2_000701			
OG0016121		Caust.v2_000697			
OG0016122		Caust.v2_000699			
OG0016123		Caust.v2_000696			
OG0016124		Caust.v2_000698			
OG0016125		Caust.v2_000692			
OG0016126		Caust.v2_000703			
OG0016127		Caust.v2_000707			
OG0016128		Caust.v2_000704			
OG0016129		Caust.v2_000702			
OG0016130		Caust.v2_000712			
OG0016131		Caust.v2_000708			
OG0016132		Caust.v2_000710			
OG0016133		Caust.v2_000709			
OG0016134		Caust.v2_000705			
OG0016135		Caust.v2_000706			
OG0016136		Caust.v2_000720			
OG0016137		Caust.v2_000723			
OG0016138		Caust.v2_000713			
OG0016139		Caust.v2_000718			
OG0016140		Caust.v2_000719			
OG0016141		Caust.v2_000714			
OG0016142		Caust.v2_000715			
OG0016143		Caust.v2_000722			
OG0016144		Caust.v2_000711			
OG0016145		Caust.v2_000721			
OG0016146		Caust.v2_000716			
OG0016147		Caust.v2_000717			
OG0016148		Caust.v2_000733			
OG0016149		Caust.v2_000729			
OG0016150		Caust.v2_000730			
OG0016151		Caust.v2_000726			
OG0016152		Caust.v2_000725			
OG0016153		Caust.v2_000734			
OG0016154		Caust.v2_000727			
OG0016155		Caust.v2_000731			
OG0016156		Caust.v2_000724			
OG0016157		Caust.v2_000728			
OG0016158		Caust.v2_000735			
OG0016159		Caust.v2_000736			
OG0016160		Caust.v2_000741			
OG0016161		Caust.v2_000739			
OG0016162		Caust.v2_000737			
OG0016163		Caust.v2_000738			
OG0016164		Caust.v2_000744			
OG0016165		Caust.v2_000747			
OG0016166		Caust.v2_000743			
OG0016167		Caust.v2_000742			
OG0016168		Caust.v2_000748			
OG0016169		Caust.v2_000758			
OG0016170		Caust.v2_000755			
OG0016171		Caust.v2_000752			
OG0016172		Caust.v2_000746			
OG0016173		Caust.v2_000751			
OG0016174		Caust.v2_000762			
OG0016175		Caust.v2_000753			
OG0016176		Caust.v2_000759			
OG0016177		Caust.v2_000761			
OG0016178		Caust.v2_000749			
OG0016179		Caust.v2_000757			
OG0016180		Caust.v2_000756			
OG0016181		Caust.v2_000754			
OG0016182		Caust.v2_000770			
OG0016183		Caust.v2_000763			
OG0016184		Caust.v2_000777			
OG0016185		Caust.v2_000776			
OG0016186		Caust.v2_000773			
OG0016187		Caust.v2_000769			
OG0016188		Caust.v2_000775			
OG0016189		Caust.v2_000772			
OG0016190		Caust.v2_000767			
OG0016191		Caust.v2_000765			
OG0016192		Caust.v2_000774			
OG0016193		Caust.v2_000766			
OG0016194		Caust.v2_000764			
OG0016195		Caust.v2_000768			
OG0016196		Caust.v2_000780			
OG0016197		Caust.v2_000771			
OG0016198		Caust.v2_000778			
OG0016199		Caust.v2_000781			
OG0016200		Caust.v2_000795			
OG0016201		Caust.v2_000779			
OG0016202		Caust.v2_000786			
OG0016203		Caust.v2_000788			
OG0016204		Caust.v2_000790			
OG0016205		Caust.v2_000782			
OG0016206		Caust.v2_000794			
OG0016207		Caust.v2_000796			
OG0016208		Caust.v2_000798			
OG0016209		Caust.v2_000789			
OG0016210		Caust.v2_000805			
OG0016211		Caust.v2_000807			
OG0016212		Caust.v2_000797			
OG0016213		Caust.v2_000802			
OG0016214		Caust.v2_000787			
OG0016215		Caust.v2_000804			
OG0016216		Caust.v2_000800			
OG0016217		Caust.v2_000801			
OG0016218		Caust.v2_000803			
OG0016219		Caust.v2_000799			
OG0016220		Caust.v2_000811			
OG0016221		Caust.v2_000826			
OG0016222		Caust.v2_000840			
OG0016223		Caust.v2_000836			
OG0016224		Caust.v2_000842			
OG0016225		Caust.v2_000841			
OG0016226		Caust.v2_000851			
OG0016227		Caust.v2_000852			
OG0016228		Caust.v2_000853			
OG0016229		Caust.v2_000857			
OG0016230		Caust.v2_000854			
OG0016231		Caust.v2_000848			
OG0016232		Caust.v2_000864			
OG0016233		Caust.v2_000844			
OG0016234		Caust.v2_000846			
OG0016235		Caust.v2_000865			
OG0016236		Caust.v2_000863			
OG0016237		Caust.v2_000858			
OG0016238		Caust.v2_000855			
OG0016239		Caust.v2_000870			
OG0016240		Caust.v2_000876			
OG0016241		Caust.v2_000862			
OG0016242		Caust.v2_000872			
OG0016243		Caust.v2_000861			
OG0016244		Caust.v2_000868			
OG0016245		Caust.v2_000874			
OG0016246		Caust.v2_000875			
OG0016247		Caust.v2_000879			
OG0016248		Caust.v2_000873			
OG0016249		Caust.v2_000869			
OG0016250		Caust.v2_000877			
OG0016251		Caust.v2_000871			
OG0016252		Caust.v2_000885			
OG0016253		Caust.v2_000883			
OG0016254		Caust.v2_000899			
OG0016255		Caust.v2_000900			
OG0016256		Caust.v2_000896			
OG0016257		Caust.v2_000881			
OG0016258		Caust.v2_000893			
OG0016259		Caust.v2_000897			
OG0016260		Caust.v2_000895			
OG0016261		Caust.v2_000887			
OG0016262		Caust.v2_000889			
OG0016263		Caust.v2_000890			
OG0016264		Caust.v2_000882			
OG0016265		Caust.v2_000892			
OG0016266		Caust.v2_000898			
OG0016267		Caust.v2_000884			
OG0016268		Caust.v2_000886			
OG0016269		Caust.v2_000891			
OG0016270		Caust.v2_000888			
OG0016271		Caust.v2_000894			
OG0016272		Caust.v2_000880			
OG0016273		Caust.v2_000916			
OG0016274		Caust.v2_000909			
OG0016275		Caust.v2_000907			
OG0016276		Caust.v2_000906			
OG0016277		Caust.v2_000917			
OG0016278		Caust.v2_000923			
OG0016279		Caust.v2_000922			
OG0016280		Caust.v2_000931			
OG0016281		Caust.v2_000921			
OG0016282		Caust.v2_000924			
OG0016283		Caust.v2_000929			
OG0016284		Caust.v2_000926			
OG0016285		Caust.v2_000934			
OG0016286		Caust.v2_000928			
OG0016287		Caust.v2_000933			
OG0016288		Caust.v2_000920			
OG0016289		Caust.v2_000918			
OG0016290		Caust.v2_000919			
OG0016291		Caust.v2_000927			
OG0016292		Caust.v2_000930			
OG0016293		Caust.v2_000935			
OG0016294		Caust.v2_000950			
OG0016295		Caust.v2_000943			
OG0016296		Caust.v2_000936			
OG0016297		Caust.v2_000946			
OG0016298		Caust.v2_000940			
OG0016299		Caust.v2_000944			
OG0016300		Caust.v2_000942			
OG0016301		Caust.v2_000949			
OG0016302		Caust.v2_000945			
OG0016303		Caust.v2_000941			
OG0016304		Caust.v2_000939			
OG0016305		Caust.v2_000948			
OG0016306		Caust.v2_000947			
OG0016307		Caust.v2_000937			
OG0016308		Caust.v2_000938			
OG0016309		Caust.v2_000958			
OG0016310		Caust.v2_000963			
OG0016311		Caust.v2_000953			
OG0016312		Caust.v2_000957			
OG0016313		Caust.v2_000959			
OG0016314		Caust.v2_000956			
OG0016315		Caust.v2_000952			
OG0016316		Caust.v2_000965			
OG0016317		Caust.v2_000962			
OG0016318		Caust.v2_000955			
OG0016319		Caust.v2_000964			
OG0016320		Caust.v2_000954			
OG0016321		Caust.v2_000960			
OG0016322		Caust.v2_000961			
OG0016323		Caust.v2_000981			
OG0016324		Caust.v2_000977			
OG0016325		Caust.v2_000991			
OG0016326		Caust.v2_000992			
OG0016327		Caust.v2_000985			
OG0016328		Caust.v2_000982			
OG0016329		Caust.v2_000984			
OG0016330		Caust.v2_000978			
OG0016331		Caust.v2_000999			
OG0016332		Caust.v2_001006			
OG0016333		Caust.v2_000993			
OG0016334		Caust.v2_000996			
OG0016335		Caust.v2_000995			
OG0016336		Caust.v2_001002			
OG0016337		Caust.v2_001003			
OG0016338		Caust.v2_000994			
OG0016339		Caust.v2_000997			
OG0016340		Caust.v2_000988			
OG0016341		Caust.v2_000990			
OG0016342		Caust.v2_000998			
OG0016343		Caust.v2_000983			
OG0016344		Caust.v2_001026			
OG0016345		Caust.v2_001015			
OG0016346		Caust.v2_001042			
OG0016347		Caust.v2_001050			
OG0016348		Caust.v2_001058			
OG0016349		Caust.v2_001060			
OG0016350		Caust.v2_001065			
OG0016351		Caust.v2_001063			
OG0016352		Caust.v2_001061			
OG0016353		Caust.v2_001066			
OG0016354		Caust.v2_001059			
OG0016355		Caust.v2_001062			
OG0016356		Caust.v2_001067			
OG0016357		Caust.v2_001064			
OG0016358		Caust.v2_001081			
OG0016359		Caust.v2_001082			
OG0016360		Caust.v2_001085			
OG0016361		Caust.v2_001076			
OG0016362		Caust.v2_001073			
OG0016363		Caust.v2_001074			
OG0016364		Caust.v2_001072			
OG0016365		Caust.v2_001084			
OG0016366		Caust.v2_001078			
OG0016367		Caust.v2_001086			
OG0016368		Caust.v2_001090			
OG0016369		Caust.v2_001102			
OG0016370		Caust.v2_001097			
OG0016371		Caust.v2_001099			
OG0016372		Caust.v2_001096			
OG0016373		Caust.v2_001091			
OG0016374		Caust.v2_001098			
OG0016375		Caust.v2_001088			
OG0016376		Caust.v2_001079			
OG0016377		Caust.v2_001107			
OG0016378		Caust.v2_001119			
OG0016379		Caust.v2_001127			
OG0016380		Caust.v2_001135			
OG0016381		Caust.v2_001109			
OG0016382		Caust.v2_001120			
OG0016383		Caust.v2_001131			
OG0016384		Caust.v2_001129			
OG0016385		Caust.v2_001136			
OG0016386		Caust.v2_001132			
OG0016387		Caust.v2_001130			
OG0016388		Caust.v2_001134			
OG0016389		Caust.v2_001144			
OG0016390		Caust.v2_001142			
OG0016391		Caust.v2_001125			
OG0016392		Caust.v2_001128			
OG0016393		Caust.v2_001140			
OG0016394		Caust.v2_001141			
OG0016395		Caust.v2_001146			
OG0016396		Caust.v2_001150			
OG0016397		Caust.v2_001149			
OG0016398		Caust.v2_001152			
OG0016399		Caust.v2_001151			
OG0016400		Caust.v2_001160			
OG0016401		Caust.v2_001156			
OG0016402		Caust.v2_001164			
OG0016403		Caust.v2_001168			
OG0016404		Caust.v2_001172			
OG0016405		Caust.v2_001175			
OG0016406		Caust.v2_001174			
OG0016407		Caust.v2_001188			
OG0016408		Caust.v2_001173			
OG0016409		Caust.v2_001154			
OG0016410		Caust.v2_001166			
OG0016411		Caust.v2_001186			
OG0016412		Caust.v2_001178			
OG0016413		Caust.v2_001165			
OG0016414		Caust.v2_001181			
OG0016415		Caust.v2_001184			
OG0016416		Caust.v2_018297			
OG0016417		Caust.v2_021660			
OG0016418		Caust.v2_014701			
OG0016419		Caust.v2_014700			
OG0016420		Caust.v2_014705			
OG0016421		Caust.v2_014706			
OG0016422		Caust.v2_014707			
OG0016423		Caust.v2_008194			
OG0016424		Caust.v2_008206			
OG0016425		Caust.v2_008192			
OG0016426		Caust.v2_008207			
OG0016427		Caust.v2_008209			
OG0016428		Caust.v2_008211			
OG0016429		Caust.v2_008208			
OG0016430		Caust.v2_016996			
OG0016431		Caust.v2_017002			
OG0016432		Caust.v2_017001			
OG0016433		Caust.v2_017003			
OG0016434		Caust.v2_017004			
OG0016435		Caust.v2_017000			
OG0016436		Caust.v2_016999			
OG0016437		Caust.v2_019882			
OG0016438		Caust.v2_021773			
OG0016439		Caust.v2_017358			
OG0016440		Caust.v2_012243			
OG0016441		Caust.v2_012242			
OG0016442		Caust.v2_012228			
OG0016443		Caust.v2_012240			
OG0016444		Caust.v2_012245			
OG0016445		Caust.v2_012244			
OG0016446		Caust.v2_019973			
OG0016447		Caust.v2_015894			
OG0016448		Caust.v2_015890			
OG0016449		Caust.v2_015895			
OG0016450		Caust.v2_015896			
OG0016451		Caust.v2_015892			
OG0016452		Caust.v2_015891			
OG0016453		Caust.v2_018942			
OG0016454		Caust.v2_016601			
OG0016455		Caust.v2_016596			
OG0016456		Caust.v2_017850			
OG0016457		Caust.v2_017851			
OG0016458		Caust.v2_016881			
OG0016459		Caust.v2_016880			
OG0016460		Caust.v2_016882			
OG0016461		Caust.v2_016883			
OG0016462		Caust.v2_016884			
OG0016463		Caust.v2_020671			
OG0016464		Caust.v2_021195			
OG0016465		Caust.v2_017207			
OG0016466		Caust.v2_017210			
OG0016467		Caust.v2_017209			
OG0016468		Caust.v2_017208			
OG0016469		Caust.v2_017206			
OG0016470		Caust.v2_021825			
OG0016471		Caust.v2_017498			
OG0016472		Caust.v2_017496			
OG0016473		Caust.v2_017497			
OG0016474		Caust.v2_017499			
OG0016475		Caust.v2_010990			
OG0016476		Caust.v2_010993			
OG0016477		Caust.v2_010992			
OG0016478		Caust.v2_010996			
OG0016479		Caust.v2_010997			
OG0016480		Caust.v2_010987			
OG0016481		Caust.v2_010994			
OG0016482		Caust.v2_010995			
OG0016483		Caust.v2_011011			
OG0016484		Caust.v2_011009			
OG0016485		Caust.v2_011015			
OG0016486		Caust.v2_011013			
OG0016487		Caust.v2_011004			
OG0016488		Caust.v2_011008			
OG0016489		Caust.v2_011017			
OG0016490		Caust.v2_011003			
OG0016491		Caust.v2_011019			
OG0016492		Caust.v2_011006			
OG0016493		Caust.v2_011018			
OG0016494		Caust.v2_011020			
OG0016495		Caust.v2_011016			
OG0016496		Caust.v2_015871			
OG0016497		Caust.v2_015872			
OG0016498		Caust.v2_015867			
OG0016499		Caust.v2_015869			
OG0016500		Caust.v2_015870			
OG0016501		Caust.v2_015864			
OG0016502		Caust.v2_018008			
OG0016503		Caust.v2_018011			
OG0016504		Caust.v2_018009			
OG0016505		Caust.v2_018010			
OG0016506		Caust.v2_022201			
OG0016507		Caust.v2_021535			
OG0016508		Caust.v2_021581			
OG0016509		Caust.v2_020802			
OG0016510		Caust.v2_020803			
OG0016511		Caust.v2_018787			
OG0016512		Caust.v2_020557			
OG0016513		Caust.v2_022616			
OG0016514		Caust.v2_015450			
OG0016515		Caust.v2_015440			
OG0016516		Caust.v2_015451			
OG0016517		Caust.v2_015452			
OG0016518		Caust.v2_015445			
OG0016519		Caust.v2_015448			
OG0016520		Caust.v2_015443			
OG0016521		Caust.v2_015442			
OG0016522		Caust.v2_015444			
OG0016523		Caust.v2_015446			
OG0016524		Caust.v2_015441			
OG0016525		Caust.v2_017482			
OG0016526		Caust.v2_017481			
OG0016527		Caust.v2_018477			
OG0016528		Caust.v2_019107			
OG0016529		Caust.v2_019108			
OG0016530		Caust.v2_020465			
OG0016531		Caust.v2_018281			
OG0016532		Caust.v2_014361			
OG0016533		Caust.v2_014366			
OG0016534		Caust.v2_014354			
OG0016535		Caust.v2_014352			
OG0016536		Caust.v2_014356			
OG0016537		Caust.v2_014360			
OG0016538		Caust.v2_014355			
OG0016539		Caust.v2_014358			
OG0016540		Caust.v2_014363			
OG0016541		Caust.v2_014353			
OG0016542		Caust.v2_014357			
OG0016543		Caust.v2_014362			
OG0016544		Caust.v2_021496			
OG0016545		Caust.v2_021251			
OG0016546		Caust.v2_017609			
OG0016547		Caust.v2_017606			
OG0016548		Caust.v2_020993			
OG0016549		Caust.v2_020994			
OG0016550		Caust.v2_014522			
OG0016551		Caust.v2_014528			
OG0016552		Caust.v2_021058			
OG0016553		Caust.v2_015280			
OG0016554		Caust.v2_015281			
OG0016555		Caust.v2_015274			
OG0016556		Caust.v2_015282			
OG0016557		Caust.v2_015276			
OG0016558		Caust.v2_015273			
OG0016559		Caust.v2_015275			
OG0016560		Caust.v2_015278			
OG0016561		Caust.v2_011883			
OG0016562		Caust.v2_011886			
OG0016563		Caust.v2_011898			
OG0016564		Caust.v2_011895			
OG0016565		Caust.v2_011884			
OG0016566		Caust.v2_011885			
OG0016567		Caust.v2_016434			
OG0016568		Caust.v2_016435			
OG0016569		Caust.v2_016441			
OG0016570		Caust.v2_016438			
OG0016571		Caust.v2_016437			
OG0016572		Caust.v2_016440			
OG0016573		Caust.v2_016439			
OG0016574		Caust.v2_016436			
OG0016575		Caust.v2_016442			
OG0016576		Caust.v2_022313			
OG0016577		Caust.v2_016892			
OG0016578		Caust.v2_016887			
OG0016579		Caust.v2_016888			
OG0016580		Caust.v2_016891			
OG0016581		Caust.v2_016886			
OG0016582		Caust.v2_016889			
OG0016583		Caust.v2_016893			
OG0016584		Caust.v2_017452			
OG0016585		Caust.v2_017453			
OG0016586		Caust.v2_017450			
OG0016587		Caust.v2_017448			
OG0016588		Caust.v2_017454			
OG0016589		Caust.v2_017455			
OG0016590		Caust.v2_017451			
OG0016591		Caust.v2_017449			
OG0016592		Caust.v2_016200			
OG0016593		Caust.v2_016201			
OG0016594		Caust.v2_016196			
OG0016595		Caust.v2_016197			
OG0016596		Caust.v2_016203			
OG0016597		Caust.v2_016204			
OG0016598		Caust.v2_016202			
OG0016599		Caust.v2_019148			
OG0016600		Caust.v2_019147			
OG0016601		Caust.v2_015199			
OG0016602		Caust.v2_015200			
OG0016603		Caust.v2_015198			
OG0016604		Caust.v2_015201			
OG0016605		Caust.v2_015211			
OG0016606		Caust.v2_015210			
OG0016607		Caust.v2_015207			
OG0016608		Caust.v2_015203			
OG0016609		Caust.v2_015209			
OG0016610		Caust.v2_015213			
OG0016611		Caust.v2_015212			
OG0016612		Caust.v2_015208			
OG0016613		Caust.v2_018461			
OG0016614		Caust.v2_022651			
OG0016615		Caust.v2_021990			
OG0016616		Caust.v2_022628			
