Geneid	gene_name	SRR1519115_1_cleanedAligned.sortedByCoord.out.bam	SRR1519113_1_cleanedAligned.sortedByCoord.out.bam	SRR1519114_1_cleanedAligned.sortedByCoord.out.bam	SRR1519108_1_cleanedAligned.sortedByCoord.out.bam	SRR1519111_1_cleanedAligned.sortedByCoord.out.bam	SRR1519116_1_cleanedAligned.sortedByCoord.out.bam	SRR1519109_1_cleanedAligned.sortedByCoord.out.bam	SRR1519110_1_cleanedAligned.sortedByCoord.out.bam	SRR1519117_1_cleanedAligned.sortedByCoord.out.bam	SRR1519112_1_cleanedAligned.sortedByCoord.out.bam
gene-LOC106785902	LOC106785902	0	0	0	0	1	0	0	0	0	0
gene-LOC106785893	LOC106785893	6	4	3	4	5	2	5	1	3	4
gene-LOC106785861	LOC106785861	10	1	4	4	2	0	2	0	0	0
gene-LOC106785863	LOC106785863	120	103	99	47	144	149	124	105	310	99
gene-LOC106785860	LOC106785860	2	4	0	0	2	0	1	0	2	0
gene-LOC106785862	LOC106785862	130	139	193	145	238	86	182	129	322	222
gene-LOC106785859	LOC106785859	8	4	12	16	6	0	21	1	19	7
gene-LOC106785867	LOC106785867	52	37	75	53	51	86	62	54	166	68
gene-LOC106785868	LOC106785868	44	57	36	30	76	60	61	66	28	43
gene-LOC106785870	LOC106785870	15	9	12	12	21	12	24	4	19	8
gene-LOC106785869	LOC106785869	1	5	7	7	6	5	8	5	13	13
gene-LOC106785898	LOC106785898	1	0	1	1	2	2	4	0	3	2
gene-LOC106785880	LOC106785880	0	0	0	0	0	0	0	0	0	1
gene-LOC106785872	LOC106785872	2	3	0	0	3	0	9	0	1	4
gene-LOC106785873	LOC106785873	2	10	7	1	8	12	5	12	7	10
gene-LOC106785887	LOC106785887	1	5	0	1	4	0	7	8	13	6
gene-LOC106785885	LOC106785885	2	2	0	7	3	1	9	0	5	2
gene-LOC106785865	LOC106785865	0	0	0	0	1	0	0	2	0	0
gene-LOC106785881	LOC106785881	2	1	4	6	7	6	6	7	0	0
gene-LOC106785882	LOC106785882	352	704	610	654	734	632	748	937	350	275
gene-LOC106785856	LOC106785856	0	0	0	0	0	0	0	0	0	0
gene-LOC106785874	LOC106785874	5	8	1	8	11	2	11	0	13	9
gene-LOC106785897	LOC106785897	1	0	0	1	1	0	5	0	2	0
gene-LOC106785894	LOC106785894	4	4	1	2	2	5	5	1	10	0
gene-LOC106785895	LOC106785895	62	96	92	60	65	3	46	9	55	69
gene-LOC106785903	LOC106785903	0	0	0	2	0	0	2	0	0	0
gene-LOC106785866	LOC106785866	0	0	0	0	0	0	0	0	0	0
gene-LOC106785857	LOC106785857	0	0	0	0	2	0	2	0	2	0
gene-LOC106785858	LOC106785858	5	11	7	5	3	2	2	1	4	2
gene-LOC106785864	LOC106785864	0	0	0	0	0	0	1	0	0	0
gene-LOC106785871	LOC106785871	11	11	11	9	15	10	29	3	9	1
gene-LOC106785875	LOC106785875	23	30	37	36	41	63	52	61	72	32
gene-LOC106785878	LOC106785878	89	120	152	129	458	410	403	385	426	341
gene-LOC106785879	LOC106785879	1	3	1	1	0	0	0	0	0	0
gene-LOC106785877	LOC106785877	10	7	10	8	7	1	7	0	17	5
gene-LOC106785888	LOC106785888	0	0	1	0	0	0	0	1	2	2
gene-LOC106785883	LOC106785883	13	3	6	2	6	7	10	2	14	15
gene-LOC106785884	LOC106785884	0	4	5	3	9	1	2	5	5	11
gene-LOC106785899	LOC106785899	6	3	1	1	0	0	1	0	0	1
gene-LOC106785900	LOC106785900	0	0	0	0	0	0	0	0	0	0
gene-LOC106785914	LOC106785914	0	0	0	0	0	0	0	0	0	0
gene-LOC106785918	LOC106785918	0	2	0	0	0	0	0	1	0	1
gene-Trnat-ugu	Trnat-ugu	0	0	0	0	0	0	0	1	0	0
gene-LOC106785920	LOC106785920	0	0	0	0	0	0	0	0	0	0
gene-LOC106785904	LOC106785904	0	0	0	0	0	0	0	0	0	0
gene-LOC106785919	LOC106785919	0	0	0	0	0	0	1	2	0	0
gene-LOC106785917	LOC106785917	4	3	2	0	1	2	8	1	2	2
gene-LOC106785922	LOC106785922	2	1	0	0	1	1	0	0	0	1
gene-LOC106785923	LOC106785923	6	1	0	2	2	0	4	3	0	1
gene-LOC106785921	LOC106785921	10	12	9	15	13	9	17	18	21	11
gene-LOC106785952	LOC106785952	2	0	0	0	0	0	0	0	0	2
gene-LOC106785953	LOC106785953	0	0	0	0	0	0	0	0	0	0
gene-LOC106785961	LOC106785961	0	0	0	0	0	0	0	0	0	0
gene-LOC106785906	LOC106785906	1	1	4	6	4	0	0	2	2	3
gene-LOC106785929	LOC106785929	1	0	0	0	0	0	0	0	0	0
gene-LOC106785928	LOC106785928	0	6	6	0	0	0	3	1	0	0
gene-LOC106785931	LOC106785931	6	5	8	6	0	0	1	1	0	0
gene-LOC106785907	LOC106785907	3	0	0	1	5	3	2	3	2	2
gene-LOC106785932	LOC106785932	47	29	13	19	40	34	51	28	64	26
gene-LOC106785933	LOC106785933	0	0	0	0	2	1	2	1	0	0
gene-LOC106785949	LOC106785949	1	3	0	0	1	0	1	0	0	1
gene-LOC106785951	LOC106785951	0	0	6	1	0	0	6	1	3	1
gene-LOC106785908	LOC106785908	8	6	7	6	11	13	20	9	17	4
gene-LOC106785956	LOC106785956	9	12	26	26	3	1	1	0	2	1
gene-LOC106785912	LOC106785912	0	2	4	0	2	0	0	1	0	1
gene-LOC106785940	LOC106785940	108	95	142	116	94	53	94	22	151	77
gene-LOC106785941	LOC106785941	16	32	17	61	35	6	27	25	11	25
gene-LOC106785939	LOC106785939	1	4	0	4	2	2	1	0	2	0
gene-LOC106785950	LOC106785950	6	2	0	6	5	1	4	0	3	6
gene-LOC106785942	LOC106785942	2	0	2	1	1	1	3	0	1	0
gene-LOC106785946	LOC106785946	0	0	0	0	0	0	0	0	0	0
gene-LOC106785944	LOC106785944	14	7	7	11	4	2	4	1	8	2
gene-LOC106785945	LOC106785945	16	23	26	15	47	34	30	43	28	27
gene-LOC106785943	LOC106785943	1	1	1	8	2	1	6	2	8	7
gene-LOC106785913	LOC106785913	0	3	3	0	1	1	0	2	0	1
gene-LOC106785960	LOC106785960	4	0	2	0	0	1	0	3	0	0
gene-LOC106785924	LOC106785924	11	11	12	14	17	21	29	29	22	10
gene-LOC106785927	LOC106785927	32	40	34	36	96	89	63	57	72	52
gene-LOC106785925	LOC106785925	15	20	28	39	93	74	62	72	89	74
gene-LOC106785926	LOC106785926	3	5	6	12	2	3	0	0	2	2
gene-LOC106785937	LOC106785937	1	0	1	0	2	2	3	1	1	0
gene-LOC106785938	LOC106785938	5	13	10	4	3	4	9	0	11	4
gene-LOC106785954	LOC106785954	1	3	1	1	0	0	3	0	2	0
gene-LOC106785955	LOC106785955	3	7	9	7	0	1	2	0	2	4
gene-LOC106785958	LOC106785958	15	11	4	4	1	0	3	0	1	1
gene-LOC106785957	LOC106785957	0	2	0	0	0	0	0	0	0	0
gene-LOC106785959	LOC106785959	0	0	1	0	0	0	0	0	0	0
gene-LOC106785909	LOC106785909	0	0	0	0	0	0	0	0	0	0
gene-LOC106785910	LOC106785910	0	0	0	0	0	0	0	0	0	0
gene-LOC106785936	LOC106785936	0	0	0	0	0	0	0	0	0	0
gene-LOC106785935	LOC106785935	2	2	0	0	3	1	2	2	2	1
gene-LOC106785934	LOC106785934	24	30	60	1	5	3	8	0	9	2
gene-LOC106785947	LOC106785947	8	6	7	26	40	22	29	6	45	29
gene-LOC106785948	LOC106785948	8	24	4	21	5	4	26	0	6	9
gene-LOC106785915	LOC106785915	14	6	12	10	13	2	24	1	7	8
gene-LOC106785916	LOC106785916	0	0	0	3	0	0	1	0	0	0
gene-LOC106785911	LOC106785911	0	0	0	0	0	0	0	0	0	0
gene-LOC106785964	LOC106785964	0	0	0	0	0	0	0	0	0	0
gene-LOC106785962	LOC106785962	0	0	0	0	0	0	0	0	0	0
gene-LOC106785963	LOC106785963	48	60	38	40	29	30	46	24	25	65
gene-LOC106785965	LOC106785965	8	1	1	9	0	0	16	1	11	5
gene-LOC106785967	LOC106785967	1	2	1	5	3	0	11	3	1	4
gene-LOC106785966	LOC106785966	81	81	69	69	44	50	29	38	48	38
gene-LOC106785975	LOC106785975	65	72	81	49	13	13	4	2	10	3
gene-LOC106785976	LOC106785976	75	115	94	95	2	1	0	2	6	0
gene-LOC106785977	LOC106785977	7	7	1	9	7	3	4	2	15	3
gene-LOC106785981	LOC106785981	0	4	0	7	3	2	4	5	3	8
gene-LOC106785972	LOC106785972	17	5	12	15	10	8	10	4	5	9
gene-LOC106785974	LOC106785974	90	106	77	77	83	60	52	49	86	62
gene-LOC106785969	LOC106785969	48	43	36	26	42	34	44	31	56	44
gene-LOC106785971	LOC106785971	0	1	0	4	0	0	1	0	0	2
gene-LOC106785983	LOC106785983	0	2	0	2	1	0	0	0	0	0
gene-LOC106785982	LOC106785982	11	16	25	11	6	3	2	2	8	1
gene-LOC106785968	LOC106785968	0	1	3	3	2	0	3	5	0	1
gene-LOC106785978	LOC106785978	3	6	3	3	7	3	15	10	13	9
gene-LOC106785980	LOC106785980	51	67	63	94	165	121	155	169	122	106
gene-LOC106785984	LOC106785984	0	0	2	1	0	0	1	1	0	0
gene-LOC106785992	LOC106785992	0	2	0	2	4	1	3	1	1	1
gene-LOC106785993	LOC106785993	5	38	41	25	36	22	14	22	48	12
gene-LOC106785995	LOC106785995	60	62	127	105	177	159	198	202	101	86
gene-LOC106785994	LOC106785994	1	2	1	6	2	3	9	2	3	5
gene-LOC106785999	LOC106785999	0	0	5	0	22	63	0	64	1	0
gene-LOC106786001	LOC106786001	0	3	3	0	7	13	2	19	2	2
gene-LOC106785989	LOC106785989	0	0	0	0	0	0	0	0	0	0
gene-LOC106785987	LOC106785987	0	0	0	0	0	0	0	1	0	0
gene-LOC106785990	LOC106785990	0	0	0	0	0	0	0	0	0	0
gene-LOC106785991	LOC106785991	0	1	0	1	0	0	3	1	3	0
gene-LOC106785985	LOC106785985	5	1	0	0	0	0	2	0	0	0
gene-LOC106785996	LOC106785996	1	9	3	9	0	0	0	0	0	2
gene-LOC106785998	LOC106785998	26	30	39	60	66	26	53	34	41	52
gene-LOC106785997	LOC106785997	0	7	3	0	0	0	0	0	0	0
gene-Trnat-agu-2	Trnat-agu	0	0	0	0	0	0	0	0	0	0
gene-Trnan-guu-5	Trnan-guu	0	0	0	0	0	0	0	0	0	0
gene-LOC106785986	LOC106785986	0	0	0	0	0	0	0	0	0	1
gene-LOC106786005	LOC106786005	0	0	0	1	3	0	1	0	1	1
gene-LOC106786003	LOC106786003	0	0	0	0	0	0	0	0	0	0
gene-LOC106786007	LOC106786007	0	2	7	5	4	0	12	0	2	0
gene-LOC106786008	LOC106786008	0	0	0	0	0	0	0	0	1	0
gene-LOC106786006	LOC106786006	0	0	2	0	0	0	2	0	1	0
gene-LOC106786004	LOC106786004	9	2	8	1	1	0	1	0	3	0
gene-LOC106786010	LOC106786010	0	0	0	0	0	0	0	0	0	0
gene-LOC106786009	LOC106786009	24	30	18	21	19	25	11	3	27	6
gene-LOC106786011	LOC106786011	2	4	3	4	2	0	4	2	4	0
gene-LOC106786002	LOC106786002	0	0	0	3	2	1	0	0	4	0
gene-LOC106786021	LOC106786021	0	0	0	0	0	0	0	0	0	0
gene-LOC106786020	LOC106786020	0	0	0	0	0	0	0	0	0	0
gene-LOC106786059	LOC106786059	0	0	0	0	0	0	0	0	2	0
gene-LOC106786052	LOC106786052	0	0	0	0	0	2	0	0	0	0
gene-LOC106786046	LOC106786046	20	28	27	38	39	36	39	45	41	47
gene-LOC106786047	LOC106786047	33	51	40	24	79	74	69	69	50	38
gene-LOC106786035	LOC106786035	1	0	2	0	0	0	3	0	3	1
gene-LOC106786012	LOC106786012	4	2	0	0	8	3	2	2	15	4
gene-LOC106786051	LOC106786051	0	3	0	2	1	0	1	0	2	1
gene-LOC106786034	LOC106786034	0	0	0	1	0	0	0	0	0	0
gene-Trnas-uga-2	Trnas-uga	0	0	0	0	0	0	0	0	0	0
gene-LOC106786032	LOC106786032	1	0	0	0	1	0	3	0	0	0
gene-LOC106786033	LOC106786033	4	0	4	0	2	5	0	0	4	0
gene-LOC106786018	LOC106786018	0	0	0	0	2	1	3	1	0	1
gene-LOC106786048	LOC106786048	0	0	0	0	0	0	3	1	0	0
gene-LOC106786013	LOC106786013	0	0	0	0	0	0	0	0	0	0
gene-LOC106786053	LOC106786053	0	0	0	0	0	0	0	0	0	0
gene-LOC106786054	LOC106786054	0	0	0	0	0	0	0	0	0	0
gene-LOC106786014	LOC106786014	0	0	0	0	0	0	0	0	0	0
gene-LOC106786044	LOC106786044	5	7	1	0	3	0	13	0	4	1
gene-LOC106786055	LOC106786055	1	0	0	2	0	0	1	0	1	1
gene-LOC106786058	LOC106786058	0	0	0	0	0	1	0	0	0	0
gene-LOC106786057	LOC106786057	8	10	22	15	2	0	1	0	0	0
gene-Trnai-aau-5	Trnai-aau	4	0	0	4	2	0	2	0	0	3
gene-LOC106786024	LOC106786024	12	7	10	8	18	12	18	10	31	11
gene-LOC106786022	LOC106786022	1860	2025	2077	2251	2478	1531	2039	2029	3470	1895
gene-LOC106786023	LOC106786023	34	6	12	23	51	32	33	56	83	39
gene-LOC106786019	LOC106786019	0	0	0	0	1	1	1	0	1	2
gene-LOC106786049	LOC106786049	24	12	13	15	14	31	36	41	13	21
gene-LOC106786050	LOC106786050	3	0	0	29	5	0	25	60	0	1
gene-LOC106786045	LOC106786045	16	9	12	6	2	1	5	4	6	10
gene-LOC106786025	LOC106786025	13	4	1	1	1	2	12	3	4	2
gene-LOC106786030	LOC106786030	4	1	0	1	1	1	2	0	2	1
gene-LOC106786026	LOC106786026	14	18	22	14	17	12	10	10	12	12
gene-LOC106786027	LOC106786027	824	842	1055	958	757	394	764	518	818	698
gene-LOC106786028	LOC106786028	6	6	6	0	0	0	0	0	1	0
gene-LOC106786029	LOC106786029	8	9	9	8	4	0	3	1	7	7
gene-LOC106786037	LOC106786037	127	126	147	152	142	108	104	151	138	138
gene-LOC106786016	LOC106786016	0	1	0	0	2	0	1	0	1	2
gene-LOC106786036	LOC106786036	1	2	0	1	4	2	0	2	2	1
gene-LOC106786040	LOC106786040	28	29	38	29	5	1	3	2	8	2
gene-LOC106786043	LOC106786043	4	3	0	0	0	0	0	0	2	0
gene-LOC106786041	LOC106786041	6	1	6	9	2	0	5	1	3	0
gene-LOC106786039	LOC106786039	0	5	2	0	2	1	2	1	1	1
gene-LOC106786031	LOC106786031	4	11	1	9	7	4	19	1	7	4
gene-LOC106786038	LOC106786038	2	3	0	3	1	0	0	1	2	1
gene-LOC106786017	LOC106786017	0	0	0	0	0	0	0	0	0	0
gene-LOC106786062	LOC106786062	6	2	2	2	3	2	1	0	6	3
gene-LOC106786073	LOC106786073	0	2	0	0	1	0	0	0	0	0
gene-LOC106786072	LOC106786072	0	0	0	0	3	12	5	4	0	2
gene-LOC106786074	LOC106786074	21	29	23	23	7	1	7	1	13	3
gene-LOC106786061	LOC106786061	0	2	1	9	3	1	0	2	1	2
gene-LOC106786078	LOC106786078	2	4	2	0	0	0	2	0	0	1
gene-LOC106786066	LOC106786066	0	2	0	0	0	0	0	0	0	0
gene-LOC106786064	LOC106786064	62	76	74	86	64	33	31	49	66	69
gene-LOC106786069	LOC106786069	23	26	16	24	0	0	0	0	1	1
gene-LOC106786067	LOC106786067	41	43	36	47	22	5	11	17	14	10
gene-LOC106786065	LOC106786065	16	24	11	27	10	6	2	8	18	8
gene-LOC106786081	LOC106786081	0	1	1	0	0	1	0	2	0	1
gene-LOC106786082	LOC106786082	101	111	160	141	156	73	135	80	169	128
gene-LOC106786083	LOC106786083	3	6	6	19	10	5	6	3	9	8
gene-LOC106786077	LOC106786077	2	0	0	3	0	0	1	0	0	0
gene-LOC106786060	LOC106786060	1	2	0	0	0	0	2	1	0	1
gene-LOC106786079	LOC106786079	0	0	0	0	0	1	3	1	2	2
gene-LOC106786080	LOC106786080	0	1	0	0	3	3	4	0	0	3
gene-LOC106786086	LOC106786086	2	0	2	0	0	1	2	1	0	0
gene-LOC106786085	LOC106786085	0	0	2	1	2	2	2	6	4	5
gene-LOC106786087	LOC106786087	0	0	0	1	0	0	0	0	0	0
gene-LOC106786075	LOC106786075	0	1	0	0	1	0	1	0	2	2
gene-LOC106786071	LOC106786071	5	5	4	8	4	2	2	1	1	0
gene-LOC106786070	LOC106786070	4	1	2	1	4	4	5	2	3	5
gene-LOC106786063	LOC106786063	10	4	4	6	3	0	8	2	5	1
gene-LOC106786088	LOC106786088	3	2	3	7	4	0	21	2	7	5
gene-LOC106786108	LOC106786108	3	5	4	0	2	1	3	2	10	0
gene-LOC106786101	LOC106786101	0	0	0	0	0	0	1	0	1	1
gene-LOC106786089	LOC106786089	0	0	0	0	0	0	0	0	0	0
gene-LOC106786092	LOC106786092	0	0	0	0	0	0	0	0	0	0
gene-LOC106786095	LOC106786095	8	15	13	14	8	0	4	2	13	5
gene-LOC106786090	LOC106786090	2	3	5	1	3	5	10	3	14	7
gene-LOC106786097	LOC106786097	0	0	0	0	4	3	0	2	4	1
gene-LOC106786096	LOC106786096	48	19	47	62	69	41	44	50	145	51
gene-LOC106786094	LOC106786094	4	0	3	1	5	1	4	1	8	4
gene-LOC106786093	LOC106786093	15	26	31	34	28	4	36	3	36	28
gene-LOC106786100	LOC106786100	2	6	0	5	1	1	2	1	4	1
gene-LOC106786099	LOC106786099	16	11	5	13	8	9	12	3	9	6
gene-LOC106786098	LOC106786098	0	2	0	1	2	0	1	0	0	0
gene-LOC106786106	LOC106786106	1	1	0	0	2	4	0	1	0	0
gene-LOC106786091	LOC106786091	21	30	45	29	12	2	9	6	21	18
gene-LOC106786107	LOC106786107	4	13	28	11	2	0	2	1	8	2
gene-LOC106786102	LOC106786102	0	0	2	0	0	0	1	0	1	0
gene-LOC106786103	LOC106786103	3	10	8	6	1	1	0	0	1	0
gene-LOC106786105	LOC106786105	0	0	1	0	1	1	0	0	0	0
gene-LOC106786114	LOC106786114	0	0	0	0	0	0	0	0	0	0
gene-LOC106786145	LOC106786145	2	2	2	3	1	0	1	0	0	2
gene-LOC106786144	LOC106786144	92	94	73	63	1	0	1	0	0	3
gene-LOC106786143	LOC106786143	0	0	1	1	0	1	0	0	1	1
gene-LOC106786115	LOC106786115	0	0	0	0	0	0	0	0	0	0
gene-LOC106786161	LOC106786161	0	0	1	1	0	0	0	0	0	0
gene-Trnag-gcc-5	Trnag-gcc	0	0	0	0	0	0	0	0	0	0
gene-Trnak-uuu-4	Trnak-uuu	0	0	0	0	0	0	0	0	0	0
gene-Trnaa-cgc-3	Trnaa-cgc	0	0	0	2	0	0	0	0	1	0
gene-LOC106786109	LOC106786109	3	7	1	8	5	3	0	5	5	2
gene-LOC106786134	LOC106786134	3	1	0	0	8	2	4	3	10	3
gene-LOC106786112	LOC106786112	19	30	23	24	3	0	20	1	27	26
gene-LOC106786159	LOC106786159	0	1	4	0	4	3	1	0	2	2
gene-LOC106786146	LOC106786146	12	20	10	3	7	13	12	6	18	9
gene-LOC106786131	LOC106786131	0	0	0	0	1	0	0	0	2	4
gene-LOC106786130	LOC106786130	0	0	0	0	4	1	0	1	3	2
gene-LOC106786152	LOC106786152	0	1	3	0	0	0	3	1	0	0
gene-LOC106786153	LOC106786153	0	0	2	0	0	12	0	5	0	0
gene-LOC106786110	LOC106786110	18	45	63	27	15	7	20	10	11	12
gene-LOC106786151	LOC106786151	9	10	2	11	6	1	26	2	1	5
gene-LOC106786147	LOC106786147	0	0	1	1	0	0	1	0	1	0
gene-LOC106786148	LOC106786148	8	18	19	9	2	1	0	0	1	0
gene-LOC106786140	LOC106786140	0	1	0	0	0	0	2	0	0	0
gene-LOC106786139	LOC106786139	50	65	67	38	6	0	10	1	8	6
gene-LOC106786132	LOC106786132	0	0	2	1	1	0	1	1	0	0
gene-LOC106786133	LOC106786133	0	0	0	0	0	0	2	0	0	0
gene-LOC106786162	LOC106786162	5	3	3	6	1	3	3	1	2	2
gene-LOC106786157	LOC106786157	0	0	0	0	0	0	0	0	1	0
gene-LOC106786149	LOC106786149	18	24	17	13	4	0	4	2	5	2
gene-LOC106786150	LOC106786150	10	14	24	15	3	0	0	0	4	1
gene-Trnad-guc-6	Trnad-guc	0	0	0	0	0	0	0	0	0	0
gene-LOC106786160	LOC106786160	2	4	2	2	0	0	2	0	0	0
gene-LOC106786154	LOC106786154	2	1	3	0	1	0	0	0	0	0
gene-LOC106786142	LOC106786142	1	0	4	7	3	0	3	0	2	0
gene-LOC106786141	LOC106786141	0	0	0	0	0	0	0	0	0	0
gene-LOC106786136	LOC106786136	3	5	0	8	2	2	1	1	6	2
gene-LOC106786138	LOC106786138	38	56	38	43	33	8	13	12	13	19
gene-LOC106786137	LOC106786137	8	10	9	2	1	0	0	0	0	0
gene-LOC106786158	LOC106786158	0	0	0	0	0	0	0	0	0	0
gene-LOC106786123	LOC106786123	0	0	0	3	1	0	2	0	0	0
gene-LOC106786122	LOC106786122	7	4	3	0	6	5	10	2	9	8
gene-LOC106786111	LOC106786111	0	0	0	0	0	0	0	0	0	1
gene-LOC106786113	LOC106786113	0	0	0	2	0	0	1	0	0	0
gene-LOC106786164	LOC106786164	0	0	2	0	0	0	1	0	0	0
gene-LOC106786125	LOC106786125	1	3	0	0	7	2	0	6	0	1
gene-LOC106786126	LOC106786126	23	30	46	38	92	105	109	151	11	27
gene-LOC106786127	LOC106786127	20	20	40	33	22	14	18	35	9	11
gene-LOC106786124	LOC106786124	1	10	6	8	4	4	7	3	0	4
gene-LOC106786156	LOC106786156	0	0	0	4	0	0	0	0	1	0
gene-LOC106786155	LOC106786155	11	12	11	11	12	22	18	11	17	10
gene-LOC106786128	LOC106786128	6	17	14	7	12	3	16	6	6	1
gene-LOC106786121	LOC106786121	5	3	3	0	5	2	3	3	7	2
gene-LOC106786120	LOC106786120	11	13	6	15	16	1	11	2	10	7
gene-LOC106786117	LOC106786117	5	3	0	2	1	3	1	1	4	3
gene-LOC106786119	LOC106786119	0	0	0	0	0	2	0	0	0	0
gene-LOC106786118	LOC106786118	1	0	0	3	2	0	5	0	0	3
gene-Trnag-gcc-6	Trnag-gcc	0	0	0	0	0	0	0	0	0	0
gene-LOC106786116	LOC106786116	1	9	0	0	1	0	5	0	3	1
gene-LOC106786207	LOC106786207	1	0	4	1	5	1	1	2	8	5
gene-LOC106786194	LOC106786194	3	2	2	2	0	0	0	0	0	0
gene-LOC106786193	LOC106786193	24	16	8	18	11	7	12	6	16	12
gene-LOC106786192	LOC106786192	8	1	8	0	1	0	3	0	5	9
gene-LOC106786204	LOC106786204	2	3	0	8	0	0	4	0	1	2
gene-LOC106786201	LOC106786201	11	13	14	10	41	29	24	23	20	22
gene-LOC106786202	LOC106786202	127	121	134	76	281	301	269	292	344	266
gene-LOC106786174	LOC106786174	1	2	0	0	1	0	1	0	0	0
gene-LOC106786185	LOC106786185	1	2	2	2	3	2	5	0	7	3
gene-LOC106786166	LOC106786166	0	0	0	1	0	4	2	0	0	1
gene-LOC106786190	LOC106786190	5	7	0	8	7	1	18	0	8	5
gene-LOC106786206	LOC106786206	3	0	2	0	0	0	1	0	0	0
gene-LOC106786167	LOC106786167	9	9	17	15	27	25	15	15	43	16
gene-LOC106786203	LOC106786203	0	3	0	0	0	0	0	0	0	0
gene-LOC106786198	LOC106786198	2	5	7	7	1	1	2	0	4	2
gene-LOC106786197	LOC106786197	0	2	0	1	1	0	0	0	0	0
gene-LOC106786173	LOC106786173	0	3	0	3	0	0	0	0	0	0
gene-LOC106786200	LOC106786200	49	55	56	42	15	0	3	0	10	12
gene-LOC106786199	LOC106786199	4	5	15	7	13	6	13	8	11	14
gene-LOC106786177	LOC106786177	0	0	0	4	1	2	0	0	0	0
gene-LOC106786178	LOC106786178	0	1	0	1	1	0	2	2	2	3
gene-LOC106786179	LOC106786179	18	27	18	35	54	44	62	38	52	38
gene-LOC106786182	LOC106786182	4	3	6	1	8	7	9	6	10	4
gene-LOC106786183	LOC106786183	8	10	14	3	1	0	2	0	3	1
gene-LOC106786184	LOC106786184	4	8	5	13	0	2	1	2	6	3
gene-LOC106786181	LOC106786181	25	8	23	28	42	36	45	29	24	34
gene-LOC106786195	LOC106786195	17	13	24	34	28	39	27	33	34	28
gene-LOC106786196	LOC106786196	1	0	0	2	0	0	1	0	1	0
gene-LOC106786168	LOC106786168	2	3	6	0	0	1	0	0	4	2
gene-LOC106786175	LOC106786175	4	3	7	1	0	0	0	0	0	0
gene-LOC106786208	LOC106786208	9	15	16	11	2	1	0	3	0	1
gene-LOC106786209	LOC106786209	0	1	0	0	0	0	0	0	0	0
gene-LOC106786186	LOC106786186	2	1	5	10	17	11	8	8	23	3
gene-LOC106786187	LOC106786187	22	32	47	28	53	33	30	36	38	34
gene-LOC106786188	LOC106786188	33	23	10	17	15	1	15	0	17	17
gene-LOC106786189	LOC106786189	18	5	21	1	10	10	9	12	6	8
gene-LOC106786169	LOC106786169	0	1	0	0	2	6	2	2	3	5
gene-LOC106786176	LOC106786176	1	0	0	0	0	0	0	0	0	0
gene-LOC106786205	LOC106786205	3	0	0	0	0	0	0	0	0	0
gene-LOC106786170	LOC106786170	8	0	0	0	0	0	0	0	0	0
gene-LOC106786171	LOC106786171	7	1	3	4	11	8	4	10	7	1
gene-LOC106786172	LOC106786172	0	2	4	4	2	0	2	0	2	0
gene-LOC106786210	LOC106786210	0	2	1	2	3	1	1	0	0	2
gene-LOC106786225	LOC106786225	0	0	0	0	0	0	0	2	0	0
gene-LOC106786218	LOC106786218	5	2	2	11	20	9	6	7	25	9
gene-LOC106786215	LOC106786215	0	2	0	0	1	0	4	1	4	2
gene-LOC106786227	LOC106786227	12	2	2	3	7	1	5	1	12	3
gene-LOC106786213	LOC106786213	25	15	21	19	24	39	36	32	31	21
gene-LOC106786214	LOC106786214	0	0	0	0	0	0	0	0	0	0
gene-LOC106786221	LOC106786221	6	10	1	1	2	4	0	4	0	0
gene-LOC106786222	LOC106786222	119	84	104	100	170	142	179	138	197	149
gene-LOC106786223	LOC106786223	0	0	0	0	0	0	0	0	0	0
gene-LOC106786220	LOC106786220	6	2	1	0	0	1	1	0	1	1
gene-LOC106786211	LOC106786211	1	1	1	1	0	1	3	0	3	1
gene-LOC106786216	LOC106786216	0	0	2	0	10	9	6	9	6	4
gene-LOC106786224	LOC106786224	126	107	139	111	168	151	165	154	360	203
gene-LOC106786217	LOC106786217	8	16	15	11	32	14	16	13	24	14
gene-LOC106786229	LOC106786229	0	0	0	0	0	0	0	0	0	0
gene-LOC106786230	LOC106786230	0	0	0	0	1	0	0	0	0	0
gene-LOC106786232	LOC106786232	0	2	0	0	2	1	1	0	2	0
gene-LOC106786238	LOC106786238	20	25	16	24	2	1	2	1	0	4
gene-LOC106786228	LOC106786228	0	0	3	0	3	1	2	1	9	6
gene-LOC106786235	LOC106786235	0	0	2	2	0	5	7	1	17	2
gene-LOC106786234	LOC106786234	4	2	0	2	3	0	7	0	1	0
gene-LOC106786231	LOC106786231	0	2	1	0	0	0	0	0	0	0
gene-LOC106786239	LOC106786239	3	2	4	1	0	1	1	1	3	0
gene-LOC106786233	LOC106786233	2	0	0	0	0	0	0	0	0	0
gene-LOC106786246	LOC106786246	1	0	0	0	1	0	1	2	3	0
gene-LOC106786288	LOC106786288	60	31	55	55	56	43	45	39	56	47
gene-LOC106786264	LOC106786264	31	61	65	32	100	75	48	66	153	54
gene-LOC106786263	LOC106786263	11	14	18	12	24	14	15	14	22	19
gene-LOC106786265	LOC106786265	0	0	2	1	0	2	1	0	0	0
gene-LOC106786267	LOC106786267	554	273	423	382	291	259	219	195	303	390
gene-LOC106786240	LOC106786240	3	4	7	0	4	12	0	2	6	2
