Orthogroup	Apis_mellifera-longest-isoforms	Ceratina_australensis-longest-isoforms	Ceratina_calcarata-longest-isoforms	Megalopta_genalis-longest-isoforms
OG0002154	XP_001120633.2	Caust.v2_005783	XP_017878453.1, XP_017878470.1	XP_033338138.1
OG0002155	XP_001120644.2	Caust.v2_001106	XP_017884542.1	XP_033330865.1, XP_033330866.1
OG0002156	XP_001120689.2	Caust.v2_018905	XP_017882832.1	XP_033322252.1, XP_033322253.1
OG0002157	XP_001120701.2, XP_006557524.1	Caust.v2_006895	XP_017887580.1, XP_026673070.1	
OG0002158	XP_001120727.1, XP_006571817.1	Caust.v2_007957	XP_017888247.1	XP_033322672.1
OG0002159	XP_001120757.4	Caust.v2_020135	XP_017882350.1, XP_026670473.1	XP_033323130.1
OG0002160	XP_001120765.2	Caust.v2_010103	XP_026675371.1, XP_026675372.1	XP_033333196.1
OG0002161	XP_001120804.3, XP_016773377.1, XP_016773378.1	Caust.v2_014626		XP_033341367.1
OG0002162	XP_001120899.3	Caust.v2_000827	XP_017892874.1	XP_033334837.1, XP_033334838.1
OG0002163	XP_001120946.2	Caust.v2_000971	XP_017880361.2	XP_033334475.1, XP_033334476.1
OG0002164	XP_001120952.2	Caust.v2_017791	XP_017875409.1	XP_033336564.1, XP_033336565.1
OG0002165	XP_001120957.3	Caust.v2_001964	XP_017886124.1	XP_033341737.1, XP_033341739.1
OG0002166	XP_001121014.2, XP_006570743.1		XP_017884997.1, XP_017884998.1	XP_033329133.1
OG0002167	XP_001121035.2, XP_016770941.1	Caust.v2_015231	XP_017890672.2	XP_033325198.1
OG0002168	XP_001121036.2	Caust.v2_015034, Caust.v2_017920	XP_017886139.2	XP_033334226.1
OG0002169	XP_001121123.3	Caust.v2_008856, Caust.v2_021154	XP_017886896.1	XP_033338537.1
OG0002170	XP_001121184.1, XP_006566528.1		XP_017876560.1, XP_017876570.1	XP_033342561.1
OG0002171	XP_001121241.3		XP_017889019.2	XP_033325232.1, XP_033325233.1, XP_033325235.1
OG0002172	XP_001121270.1, XP_026297466.1, XP_026297472.1, XP_026297473.1	Caust.v2_015062		
OG0002173	XP_001121284.2, XP_006567259.2, XP_016767157.1		XP_017885325.1	XP_033327169.1
OG0002174	XP_001121375.2, XP_006564123.1	Caust.v2_002013		XP_033323412.1, XP_033323416.1
OG0002175	XP_001121420.2, XP_016768680.1	Caust.v2_000356	XP_017887354.1	XP_033342642.1
OG0002176	XP_001121565.2	Caust.v2_013845, Caust.v2_014891	XP_017881059.1	XP_033325038.1
OG0002177	XP_001121716.2, XP_006559447.1	Caust.v2_009720	XP_017889982.1	XP_033335469.1
OG0002178	XP_001121733.1	Caust.v2_012719, Caust.v2_013426	XP_017881563.1	XP_033328736.1
OG0002179	XP_001121775.2, XP_016767210.2	Caust.v2_011934	XP_017878786.1	XP_033333820.1
OG0002180	XP_001121814.2, XP_016771255.1, XP_016771256.2		XP_017890362.1	XP_033332020.1
OG0002181	XP_001121844.2	Caust.v2_000092	XP_017888838.1	XP_033322894.1, XP_033322898.1
OG0002182	XP_001121869.2	Caust.v2_006461, Caust.v2_021517	XP_017886991.1	XP_033326283.1
OG0002183	XP_001121936.2	Caust.v2_018358	XP_026675042.1, XP_026675043.1	XP_033340904.1
OG0002184	XP_001122025.2, XP_006566252.1		XP_026667608.1	XP_033341062.1, XP_033341063.1
OG0002185	XP_001122055.3, XP_006567306.1, XP_016767335.1		XP_017878019.1	XP_033336923.1
OG0002186	XP_001122084.3, XP_006563820.2		XP_017881459.1	XP_033337341.1, XP_033337544.1
OG0002187	XP_001122096.2, XP_006563621.1	Caust.v2_002314	XP_017889836.1	XP_033342757.1
OG0002188	XP_001122164.3	Caust.v2_013597	XP_017882015.1, XP_026670294.1	XP_033339615.1
OG0002189	XP_001122322.2	Caust.v2_001245	XP_017878512.1, XP_026668583.1	XP_033335149.1
OG0002190	XP_001122365.1	Caust.v2_000066	XP_017876027.1	XP_033337421.1, XP_033337423.1
OG0002191	XP_001122377.3, XP_006557732.2, XP_026297499.1	Caust.v2_004014		XP_033329382.1
OG0002192	XP_001122389.1, XP_006566119.1	Caust.v2_005655	XP_026670350.1	XP_033325745.1
OG0002193	XP_001122444.2, XP_006565866.1	Caust.v2_008144	XP_017884971.1	XP_033336087.1
OG0002194	XP_001122611.3	Caust.v2_014452	XP_026671958.1, XP_026671963.1	XP_033340241.1
OG0002195	XP_001122615.2	Caust.v2_008685	XP_017882877.1, XP_017882878.1	XP_033330583.1
OG0002196	XP_001122640.1	Caust.v2_014456, Caust.v2_016033	XP_017885187.1	XP_033340377.1
OG0002197	XP_001122664.2, XP_016771592.1	Caust.v2_007656	XP_017884819.1	XP_033336202.1
OG0002198	XP_001122688.2	Caust.v2_013475, Caust.v2_013477		XP_033340766.1, XP_033340772.1
OG0002199	XP_001122740.5	Caust.v2_007910	XP_017878513.1	XP_033327047.1, XP_033335152.1
OG0002200	XP_001122835.3	Caust.v2_009762	XP_017884937.1, XP_026671506.1	XP_033336084.1
OG0002201	XP_001122854.1, XP_006572339.1	Caust.v2_006763	XP_017883051.1	XP_033321422.1
OG0002202	XP_001122993.1, XP_016771783.1	Caust.v2_015400	XP_026671829.1	XP_033336151.1
OG0002203	XP_001123019.2	Caust.v2_007672	XP_017884428.1	XP_033339756.1, XP_033339757.1
OG0002204	XP_001123118.3, XP_006563859.2	Caust.v2_001701		XP_033337925.1, XP_033337926.1
OG0002205	XP_001123356.2, XP_016768827.1	Caust.v2_010728, Caust.v2_017025		XP_033327406.1
OG0002206	XP_003249083.2	Caust.v2_012462	XP_017892203.1	XP_033331638.1, XP_033337225.1
OG0002207	XP_003249178.1, XP_006557931.1	Caust.v2_001528		XP_033331434.1, XP_033331441.1
OG0002208	XP_003249351.3	Caust.v2_012759		XP_033333379.1, XP_033333380.1, XP_033333381.1
OG0002209	XP_003249380.1	Caust.v2_007897	XP_017877920.1	XP_033327193.1, XP_033327194.1
OG0002210	XP_003249446.3	Caust.v2_001103	XP_017892885.1, XP_017892887.1	XP_033334277.1
OG0002211	XP_003249531.1		XP_017881880.1, XP_026670221.1	XP_033321462.1, XP_033321471.1
OG0002212	XP_003249560.1	Caust.v2_001887		XP_033331251.1, XP_033331253.1, XP_033331255.1
OG0002213	XP_003249585.1, XP_006559976.1	Caust.v2_005626	XP_017882311.1	XP_033334310.1
OG0002214	XP_003249587.1, XP_394112.2	Caust.v2_014270	XP_017878191.1	XP_033322348.1
OG0002215	XP_003249670.1	Caust.v2_010323	XP_017890349.1, XP_017890350.1	XP_033334334.1
OG0002216	XP_003249699.1	Caust.v2_005751	XP_017881746.1	XP_033335188.1, XP_033335190.1
OG0002217	XP_003249917.1, XP_006561750.1, XP_016769539.1	Caust.v2_002717		XP_033339528.1
OG0002218	XP_003249939.3, XP_006561880.2		XP_017876215.1	XP_033321242.1, XP_033321243.1
OG0002219	XP_003249946.2	Caust.v2_001182	XP_017877319.1, XP_017890059.1	XP_033339168.1
OG0002220	XP_003250074.1	Caust.v2_012523	XP_017882069.1	XP_033339575.1, XP_033339576.1
OG0002221	XP_003250229.1, XP_016768129.1, XP_026297787.1	Caust.v2_015069		XP_033322646.1
OG0002222	XP_003250447.1, XP_016770394.1	Caust.v2_000740	XP_017881124.1	XP_033324554.1
OG0002223	XP_003250465.3	Caust.v2_021351, Caust.v2_022479	XP_017879669.1	XP_033334701.1
OG0002224	XP_003250512.2	Caust.v2_020801		XP_033342187.1, XP_033342189.1, XP_033342190.1
OG0002225	XP_003250569.2		XP_017891701.1	XP_033329045.1, XP_033329058.1, XP_033329059.1
OG0002226	XP_003250590.3		XP_017893502.1, XP_017893503.1	XP_033326727.1, XP_033326729.1
OG0002227	XP_003250593.2	Caust.v2_013296	XP_017892980.1	XP_033331311.1, XP_033337338.1
OG0002228	XP_003250860.1, XP_006566546.1	Caust.v2_000679	XP_017881120.1	XP_033334916.1
OG0002229	XP_003250865.1, XP_391863.4	Caust.v2_000652	XP_017878618.1	XP_033342527.1
OG0002230	XP_003250875.1, XP_016770771.1		XP_017878651.1	XP_033342506.1, XP_033342507.1
OG0002231	XP_003250899.1	Caust.v2_001303, Caust.v2_001304		XP_033342830.1, XP_033342832.1
OG0002232	XP_003250904.3, XP_026299688.1	Caust.v2_003129	XP_026667499.1	XP_033334595.1
OG0002233	XP_003250982.1, XP_016767158.1	Caust.v2_012045		XP_033326581.1, XP_033326582.1
OG0002234	XP_003251027.3, XP_026298528.1, XP_026298529.1	Caust.v2_004243		XP_033333775.1
OG0002235	XP_003251195.1	Caust.v2_017191	XP_017891306.1	XP_033321546.1, XP_033321547.1
OG0002236	XP_003251210.1	Caust.v2_019477, Caust.v2_019522	XP_026667496.1	XP_033327618.1
OG0002237	XP_003251224.2, XP_006568360.2	Caust.v2_003543	XP_017892508.1	XP_033333700.1
OG0002238	XP_003251429.1	Caust.v2_012662	XP_017876358.1, XP_026667539.1	XP_033325461.1
OG0002239	XP_003251435.2, XP_026298313.1	Caust.v2_001431	XP_017888798.1	XP_033327468.1
OG0002240	XP_003251505.4	Caust.v2_003580, Caust.v2_022542	XP_017892407.1	XP_033340299.1
OG0002241	XP_003251670.2	Caust.v2_011306, Caust.v2_018288, Caust.v2_022273	XP_017882924.1	
OG0002242	XP_003251700.2		XP_017887788.1, XP_026673198.1	XP_033341459.1, XP_033341460.1
OG0002243	XP_003251721.2, XP_006571440.2	Caust.v2_011907		XP_033340186.1, XP_033340187.1
OG0002244	XP_003251739.1, XP_026299710.1	Caust.v2_012718, Caust.v2_013425	XP_017881565.1	
OG0002245	XP_003251769.2	Caust.v2_007286	XP_017875987.1	XP_033340209.1, XP_033340792.1
OG0002246	XP_003251782.2	Caust.v2_016669	XP_017877106.1, XP_017877108.1	XP_033341532.1
OG0002247	XP_003251811.1	Caust.v2_002626, Caust.v2_011310, Caust.v2_017021		XP_033327292.1
OG0002248	XP_003251850.1, XP_026298730.1	Caust.v2_014503	XP_017888618.1	XP_033329978.1
OG0002249	XP_003251907.2	Caust.v2_004537, Caust.v2_022633	XP_017886731.1, XP_026672730.1	
OG0002250	XP_006557316.1, XP_016766730.1		XP_026672075.1, XP_026672077.1	XP_033321632.1
OG0002251	XP_006557352.1, XP_026301660.1	Caust.v2_003349	XP_017883666.1, XP_026671114.1	
OG0002252	XP_006557362.1	Caust.v2_003347	XP_017883727.1	XP_033338600.1, XP_033338601.1
OG0002253	XP_006557363.2		XP_026666537.1, XP_026675350.1, XP_026675351.1	XP_033332942.1
OG0002254	XP_006557367.1, XP_006557368.1	Caust.v2_009812		XP_033332952.1, XP_033332953.1
OG0002255	XP_006557385.2, XP_016768569.2		XP_017881491.1	XP_033332971.1, XP_033332972.1
OG0002256	XP_006557515.1, XP_006557516.1, XP_026299576.1	Caust.v2_016821	XP_026666563.1	
OG0002257	XP_006557586.1, XP_006557587.1, XP_006557588.1, XP_006557589.1, XP_026296970.1			
OG0002258	XP_006557629.1	Caust.v2_007807	XP_026671631.1	XP_033336237.1, XP_033336238.1
OG0002259	XP_006557696.2, XP_016768649.2	Caust.v2_009828	XP_017882129.1	XP_033333205.1
OG0002260	XP_006557728.1	Caust.v2_016522, Caust.v2_022701	XP_017876933.1	XP_033332852.1
OG0002261	XP_006557901.1	Caust.v2_002471, Caust.v2_018430	XP_026672432.1	XP_033330194.1
OG0002262	XP_006557949.1	Caust.v2_006769	XP_017883516.1	XP_033323892.1, XP_033323899.1
OG0002263	XP_006557964.1	Caust.v2_009390	XP_017878041.1, XP_026668319.1	XP_033339733.1
OG0002264	XP_006558059.1	Caust.v2_002063	XP_026669690.1	XP_033327464.1, XP_033327480.1
OG0002265	XP_006558328.1, XP_006558329.1, XP_006558330.1	Caust.v2_002353	XP_017878343.1	
OG0002266	XP_006558342.1		XP_017878338.1, XP_017878340.1	XP_033342224.1, XP_033342271.1
OG0002267	XP_006558356.1	Caust.v2_015093	XP_017892601.1	XP_033342354.1, XP_033342375.1
OG0002268	XP_006558409.1, XP_006558410.1	Caust.v2_008831	XP_017881954.1	XP_033321000.1
OG0002269	XP_006558505.1, XP_006558506.1		XP_017882476.1	XP_033321585.1, XP_033321586.1
OG0002270	XP_006558542.1	Caust.v2_000154	XP_017893451.1, XP_026666812.1	XP_033323431.1
OG0002271	XP_006558559.1, XP_391954.4	Caust.v2_000163	XP_017893389.1	XP_033331980.1
OG0002272	XP_006558582.1	Caust.v2_004743	XP_017893383.1, XP_026666687.1	XP_033330120.1
OG0002273	XP_006558594.3, XP_026300536.1	Caust.v2_001535	XP_026672873.1	XP_033330261.1
OG0002274	XP_006558624.1, XP_026301833.1	Caust.v2_019156		XP_033337838.1, XP_033337839.1
OG0002275	XP_006558638.1		XP_017879608.1, XP_026669078.1	XP_033337846.1, XP_033337847.1
OG0002276	XP_006558646.1, XP_006558647.1		XP_017885748.1, XP_026672198.1	XP_033321370.1
OG0002277	XP_006558648.1, XP_016771214.2	Caust.v2_002260	XP_026675255.1	XP_033334343.1
OG0002278	XP_006558699.1, XP_624223.1	Caust.v2_004004	XP_026674804.1	XP_033339313.1
OG0002279	XP_006558715.1	Caust.v2_003701, Caust.v2_019415	XP_017878768.1	XP_033339093.1
OG0002280	XP_006558731.2	Caust.v2_007921, Caust.v2_020680	XP_017881696.1	XP_033326417.1
OG0002281	XP_006558902.1, XP_006558903.1	Caust.v2_011075	XP_017879452.1	XP_033339470.1
OG0002282	XP_006558930.1, XP_016769165.1	Caust.v2_014592		XP_033337905.1, XP_033337906.1
OG0002283	XP_006558946.1	Caust.v2_009542, Caust.v2_020349	XP_017891228.1	XP_033329362.1
OG0002284	XP_006559006.1		XP_017887555.1	XP_033339880.1, XP_033340390.1, XP_033340391.1
OG0002285	XP_006559045.1		XP_017888003.1, XP_017888004.1	XP_033330894.1, XP_033330900.1
OG0002286	XP_006559073.1	Caust.v2_017171	XP_017875097.1	XP_033329245.1, XP_033329254.1
OG0002287	XP_006559074.2	Caust.v2_010682	XP_017875075.1, XP_026666916.1	XP_033329851.1
OG0002288	XP_006559117.2, XP_026297198.1		XP_017875611.1, XP_017875615.1, XP_026667188.1	
OG0002289	XP_006559166.1, XP_006559167.1	Caust.v2_003724	XP_026669556.1	XP_033330570.1
OG0002290	XP_006559197.1, XP_006559198.1	Caust.v2_006260	XP_026667817.1	XP_033330715.1
OG0002291	XP_006559219.1	Caust.v2_003639	XP_017889658.1	XP_033334047.1, XP_033334048.1
OG0002292	XP_006559220.1	Caust.v2_003640	XP_017875666.1	XP_033334042.1, XP_033334044.1
OG0002293	XP_006559231.1	Caust.v2_003647	XP_017892877.1	XP_033329468.1, XP_033329469.1
OG0002294	XP_006559247.1, XP_016772102.1	Caust.v2_006001	XP_017889644.1	XP_033341693.1
OG0002295	XP_006559285.1	Caust.v2_010475, Caust.v2_021013	XP_017882240.1	XP_033320868.1
OG0002296	XP_006559286.2	Caust.v2_010476	XP_017882302.1, XP_026670265.1	XP_033320960.1
OG0002297	XP_006559288.1, XP_006559293.1	Caust.v2_010483		XP_033320886.1, XP_033320888.1
OG0002298	XP_006559321.1	Caust.v2_003192, Caust.v2_021655		XP_033322414.1, XP_033322416.1
OG0002299	XP_006559363.2	Caust.v2_008050, Caust.v2_008062	XP_017885118.1	XP_033323875.1
OG0002300	XP_006559375.2		XP_017887112.1, XP_017887113.1	XP_033323393.1, XP_033323394.1
OG0002301	XP_006559403.1	Caust.v2_014303	XP_017881796.1, XP_017888706.1	XP_033338891.1
OG0002302	XP_006559448.1, XP_624377.2	Caust.v2_005882	XP_017875337.1	XP_033338430.1
OG0002303	XP_006559461.2, XP_016772612.2	Caust.v2_004544	XP_026673623.1	XP_033338888.1
OG0002304	XP_006559482.2	Caust.v2_004548, Caust.v2_004550	XP_017888687.1	XP_033338831.1
OG0002305	XP_006559501.1, XP_393573.1		XP_026674671.1	XP_033332614.1, XP_033332615.1
OG0002306	XP_006559575.1, XP_026298165.1, XP_624934.1	Caust.v2_002645		XP_033332639.1
OG0002307	XP_006559579.1, XP_006559580.1, XP_006559581.1, XP_026298357.1			XP_033330331.1
OG0002308	XP_006559600.2	Caust.v2_009637	XP_026673659.1, XP_026673660.1	XP_033327333.1
OG0002309	XP_006559637.1		XP_017888836.1, XP_017888837.1, XP_026673732.1	XP_033337490.1
OG0002310	XP_006559772.2, XP_016766815.2	Caust.v2_001904	XP_026674587.1	XP_033331223.1
OG0002311	XP_006559794.3, XP_026295391.1	Caust.v2_016079	XP_026670584.1	XP_033329867.1
OG0002312	XP_006559816.2, XP_016766797.2	Caust.v2_001834	XP_017886189.1	XP_033321802.1
OG0002313	XP_006559844.1	Caust.v2_012563, Caust.v2_015795	XP_017879856.1	XP_033322551.1
OG0002314	XP_006559866.1	Caust.v2_011775, Caust.v2_018052, Caust.v2_018295		XP_033332864.1
OG0002315	XP_006559900.1, XP_016768737.1	Caust.v2_010030	XP_017885599.1	XP_033329398.1
OG0002316	XP_006559927.1, XP_016773305.1	Caust.v2_006828		XP_033331673.1, XP_033331675.1
OG0002317	XP_006559974.1, XP_006559975.1	Caust.v2_015771	XP_017882284.1	XP_033334322.1
OG0002318	XP_006560052.1, XP_006560053.1, XP_006560054.1		XP_026671934.1	XP_033323930.1
OG0002319	XP_006560064.1		XP_017893293.1, XP_017893294.1	XP_033335707.1, XP_033335708.1
OG0002320	XP_006560095.2	Caust.v2_008286	XP_017890873.1, XP_026674702.1	XP_033320833.1
OG0002321	XP_006560104.2	Caust.v2_016501, Caust.v2_019117	XP_017875041.1	XP_033333557.1
OG0002322	XP_006560152.2, XP_006560153.2	Caust.v2_006647	XP_026668403.1	XP_033324960.1
OG0002323	XP_006560155.1, XP_006560156.1	Caust.v2_022663	XP_026668428.1	XP_033324775.1
OG0002324	XP_006560161.1, XP_624213.3	Caust.v2_006663	XP_017878134.1	XP_033324953.1
OG0002325	XP_006560173.1, XP_393502.3	Caust.v2_010456	XP_026670628.1	XP_033320895.1
OG0002326	XP_006560177.1, XP_006560178.1	Caust.v2_021451	XP_026668887.1	XP_033320904.1
OG0002327	XP_006560181.1, XP_016769821.1		XP_026668879.1, XP_026668880.1	XP_033320944.1
OG0002328	XP_006560240.1, XP_016771719.1, XP_026300972.1	Caust.v2_009779		XP_033335770.1
OG0002329	XP_006560384.1	Caust.v2_002253, Caust.v2_008690, Caust.v2_011353		XP_033334857.1
OG0002330	XP_006560502.2, XP_006560503.2	Caust.v2_007006	XP_017875108.1, XP_026666950.1	
OG0002331	XP_006560538.1	Caust.v2_000293	XP_017880638.1, XP_017880639.1	XP_033323101.1
OG0002332	XP_006560539.1, XP_026295311.1, XP_026295312.1	Caust.v2_000299		XP_033323162.1
OG0002333	XP_006560607.2	Caust.v2_012971		XP_033336260.1, XP_033336267.1, XP_033336278.1
OG0002334	XP_006560669.1, XP_016767144.1, XP_026296200.1	Caust.v2_004403		XP_033327164.1
OG0002335	XP_006560698.2	Caust.v2_006666	XP_017878153.1, XP_026668407.1	XP_033324952.1
OG0002336	XP_006560719.1	Caust.v2_004666		XP_033324898.1, XP_033324899.1, XP_033324900.1
OG0002337	XP_006560738.1	Caust.v2_004695	XP_017891524.1, XP_026674979.1, XP_026674980.1	
OG0002338	XP_006560812.2		XP_026668039.1, XP_026668040.1, XP_026668041.1, XP_026668042.1	
OG0002339	XP_006560897.1	Caust.v2_003609	XP_017887230.1	XP_033329273.1, XP_033329274.1
OG0002340	XP_006560939.1, XP_016766761.1	Caust.v2_000182		XP_033326867.1, XP_033326876.1
OG0002341	XP_006561018.1, XP_016766899.1	Caust.v2_000313	XP_026669610.1	XP_033322090.1
OG0002342	XP_006561057.2	Caust.v2_010169	XP_026675014.1	XP_033341543.1, XP_033341553.1
OG0002343	XP_006561132.1	Caust.v2_013734	XP_026667093.1, XP_026667094.1	XP_033332088.1
OG0002344	XP_006561137.1	Caust.v2_009619, Caust.v2_009620	XP_017875398.1	XP_033332175.1
OG0002345	XP_006561191.1	Caust.v2_008476	XP_017877335.1, XP_017884365.1	XP_033324118.1
OG0002346	XP_006561279.1, XP_016769801.1, XP_016769802.1			XP_033321450.1, XP_033321452.1
OG0002347	XP_006561302.1	Caust.v2_014740, Caust.v2_018269	XP_017888546.1, XP_026673539.1	
OG0002348	XP_006561326.1	Caust.v2_009691	XP_017877153.1, XP_026667915.1	XP_033321335.1
OG0002349	XP_006561380.1	Caust.v2_015182		XP_033321924.1, XP_033321950.1, XP_033321959.1
OG0002350	XP_006561421.2	Caust.v2_013912, Caust.v2_019126	XP_026673506.1	XP_033324533.1
OG0002351	XP_006561426.1, XP_006561427.1, XP_623549.2	Caust.v2_012938		XP_033338939.1
OG0002352	XP_006561443.1	Caust.v2_003328	XP_017886668.1, XP_017886672.1	XP_033338859.1
OG0002353	XP_006561514.1, XP_026298144.1	Caust.v2_013820	XP_017879403.1, XP_026668984.1	
OG0002354	XP_006561638.2, XP_016769485.2	Caust.v2_005039	XP_026672200.1	XP_033323503.1
OG0002355	XP_006561658.1	Caust.v2_003176	XP_026673802.1	XP_033324942.1, XP_033333697.1
OG0002356	XP_006561670.1, XP_006561674.1, XP_393022.3	Caust.v2_011283		XP_033321296.1
OG0002357	XP_006561680.1, XP_395392.3	Caust.v2_007611	XP_017885436.1	XP_033333282.1
OG0002358	XP_006561681.1, XP_006561682.1	Caust.v2_007612	XP_017885431.1, XP_017885432.1	
OG0002359	XP_006561689.2, XP_396412.4		XP_017881617.1, XP_017881626.1	XP_033339179.1
OG0002360	XP_006561705.1, XP_006561706.1	Caust.v2_004192		XP_033333357.1, XP_033333359.1
OG0002361	XP_006561709.1	Caust.v2_004190	XP_017876210.1	XP_033333407.1, XP_033333408.1
OG0002362	XP_006561804.3	Caust.v2_004236	XP_026671949.1	XP_033333305.1, XP_033333306.1
OG0002363	XP_006561812.3	Caust.v2_004205, Caust.v2_004207	XP_017875404.1, XP_017886549.2	
OG0002364	XP_006561839.1	Caust.v2_002138, Caust.v2_002943	XP_017887283.1	XP_033331202.1
OG0002365	XP_006561894.1	Caust.v2_001143	XP_017876238.1, XP_017876239.1	XP_033321227.1
OG0002366	XP_006562040.1, XP_395088.1		XP_017891711.1, XP_017891712.1	XP_033329782.1
OG0002367	XP_006562162.2, XP_395865.5	Caust.v2_006574	XP_017879873.1	XP_033338960.1
OG0002368	XP_006562368.1	Caust.v2_018444	XP_017887163.1	XP_033323897.1, XP_033323898.1
OG0002369	XP_006562411.1, XP_006562412.3		XP_017881997.1	XP_033340957.1, XP_033340961.1
OG0002370	XP_006562525.1	Caust.v2_016518	XP_017884758.1	XP_033322630.1, XP_033322632.1
OG0002371	XP_006562607.1, XP_016769534.1	Caust.v2_013068	XP_017888361.1	XP_033323561.1
OG0002372	XP_006562631.2, XP_623079.2	Caust.v2_014114	XP_017878349.1	XP_033342797.1
OG0002373	XP_006562717.2, XP_026295934.1, XP_026295936.1	Caust.v2_016294	XP_026670598.1	
OG0002374	XP_006562747.2, XP_006562749.2	Caust.v2_005409	XP_026673228.1	XP_033338293.1
OG0002375	XP_006562865.1	Caust.v2_005652	XP_017882042.1, XP_026670263.1	XP_033326072.1
OG0002376	XP_006562904.1	Caust.v2_008829	XP_017882254.1, XP_017882255.1	XP_033320978.1
OG0002377	XP_006563010.1	Caust.v2_012278	XP_017888113.1	XP_033335669.1, XP_033336345.1
OG0002378	XP_006563315.1	Caust.v2_011732	XP_017877084.1, XP_017877085.1	XP_033339795.1
OG0002379	XP_006563346.1	Caust.v2_009037	XP_017883275.1, XP_017883277.1	XP_033330401.1
OG0002380	XP_006563372.2, XP_395879.4	Caust.v2_003050	XP_017881102.1	XP_033334429.1
OG0002381	XP_006563508.3	Caust.v2_008879	XP_017889752.1, XP_026674215.1	XP_033331024.1
OG0002382	XP_006563556.2, XP_016772000.2	Caust.v2_009304	XP_017889804.1	XP_033341598.1
OG0002383	XP_006563572.1, XP_026301424.1	Caust.v2_002412	XP_017886300.1	XP_033340115.1
OG0002384	XP_006563709.1, XP_623988.1		XP_017878105.1, XP_017878106.1	XP_033342708.1
OG0002385	XP_006563729.1, XP_026301438.1	Caust.v2_018142, Caust.v2_021098	XP_017891504.2	
OG0002386	XP_006563732.1, XP_016772191.1	Caust.v2_010817, Caust.v2_019461		XP_033340717.1
OG0002387	XP_006563756.3	Caust.v2_010050	XP_017882273.2	XP_033331115.1, XP_033331116.1
OG0002388	XP_006563760.1, XP_396282.5		XP_026670436.1, XP_026670438.1	XP_033329434.1
OG0002389	XP_006563814.1, XP_006563816.1		XP_026669301.1, XP_026669302.1	XP_033337975.1
OG0002390	XP_006563850.2, XP_006563851.2	Caust.v2_001692	XP_017883386.1	XP_033337382.1
OG0002391	XP_006563869.2	Caust.v2_008572	XP_017881408.1, XP_017881409.1	XP_033337503.1
OG0002392	XP_006563951.2	Caust.v2_001838	XP_017886159.1, XP_017886160.1	XP_033322133.1
OG0002393	XP_006563977.1, XP_016766984.1, XP_026295292.1	Caust.v2_000101	XP_017877512.1	
OG0002394	XP_006563992.1, XP_006563994.1	Caust.v2_002123	XP_017887321.1	XP_033321702.1
OG0002395	XP_006564273.1	Caust.v2_003334	XP_017883683.1, XP_026671125.1, XP_026671126.1	
OG0002396	XP_006564547.1, XP_026298952.1	Caust.v2_007996	XP_017876508.1	XP_033340590.1
OG0002397	XP_006564566.2, XP_006564567.2		XP_017880071.1, XP_026669292.1	XP_033337344.1
OG0002398	XP_006564581.2, XP_026297820.1		XP_026667952.1, XP_026667953.1	XP_033337595.1
OG0002399	XP_006564745.1, XP_006564746.1	Caust.v2_021741		XP_033327249.1, XP_033327250.1
OG0002400	XP_006564753.2	Caust.v2_010345	XP_017877280.1, XP_026667966.1	XP_033327509.1
OG0002401	XP_006564974.1, XP_394006.4	Caust.v2_009662, Caust.v2_017181		XP_033335964.1
OG0002402	XP_006565217.1	Caust.v2_006393	XP_017882593.1, XP_026670619.1	XP_033331327.1
OG0002403	XP_006565308.1, XP_397171.3	Caust.v2_016262	XP_017880174.1	XP_033338391.1
OG0002404	XP_006565326.1	Caust.v2_006445	XP_017886706.1	XP_033338715.1, XP_033338716.1
OG0002405	XP_006565328.2, XP_016771099.2, XP_625120.4	Caust.v2_006444	XP_026672705.1	
OG0002406	XP_006565447.1	Caust.v2_011995, Caust.v2_021816		XP_033334289.1, XP_033334290.1
OG0002407	XP_006565537.1, XP_396261.2	Caust.v2_002395	XP_026675544.1	XP_033334549.1
OG0002408	XP_006565549.1	Caust.v2_022437	XP_017887869.1, XP_026673245.1	XP_033331941.1
OG0002409	XP_006565573.1, XP_026297554.1, XP_394687.3	Caust.v2_019106		XP_033328418.1
OG0002410	XP_006565580.1, XP_016770105.1	Caust.v2_007135	XP_026675190.1	XP_033331483.1
OG0002411	XP_006565707.1	Caust.v2_007844, Caust.v2_018090	XP_017884605.1	XP_033335674.1
OG0002412	XP_006565723.1	Caust.v2_010132, Caust.v2_015403	XP_017884788.1	XP_033335941.1
OG0002413	XP_006566002.1, XP_026295993.1	Caust.v2_007084		XP_033333849.1, XP_033333850.1
OG0002414	XP_006566114.1, XP_016770063.1, XP_026299070.1		XP_017876730.1	XP_033325730.1
OG0002415	XP_006566151.2	Caust.v2_008001	XP_017882158.1	XP_033339828.1, XP_033339891.1
OG0002416	XP_006566164.1, XP_393684.4		XP_017891870.1	XP_033331496.1, XP_033331499.1
OG0002417	XP_006566264.1	Caust.v2_006325	XP_017886573.1	XP_033340609.1, XP_033340610.1
OG0002418	XP_006566268.1	Caust.v2_006327, Caust.v2_020560, Caust.v2_021914	XP_017886561.1	
OG0002419	XP_006566323.1, XP_026299655.1	Caust.v2_000951	XP_017880353.1	XP_033335116.1
OG0002420	XP_006566532.1	Caust.v2_003872	XP_017876795.1	XP_033342576.1, XP_033342577.1
