Orthogroup	Apis_mellifera-longest-isoforms	Ceratina_australensis-longest-isoforms	Ceratina_calcarata-longest-isoforms	Megalopta_genalis-longest-isoforms
OG0014793		Caust.v2_005546		
OG0014794		Caust.v2_005545		
OG0014795		Caust.v2_005548		
OG0014796		Caust.v2_005544		
OG0014797		Caust.v2_005541		
OG0014798		Caust.v2_005563		
OG0014799		Caust.v2_005561		
OG0014800		Caust.v2_005559		
OG0014801		Caust.v2_005562		
OG0014802		Caust.v2_005567		
OG0014803		Caust.v2_005560		
OG0014804		Caust.v2_005554		
OG0014805		Caust.v2_005553		
OG0014806		Caust.v2_019805		
OG0014807		Caust.v2_010272		
OG0014808		Caust.v2_010274		
OG0014809		Caust.v2_010280		
OG0014810		Caust.v2_010283		
OG0014811		Caust.v2_010270		
OG0014812		Caust.v2_010282		
OG0014813		Caust.v2_010286		
OG0014814		Caust.v2_010293		
OG0014815		Caust.v2_010287		
OG0014816		Caust.v2_010294		
OG0014817		Caust.v2_010289		
OG0014818		Caust.v2_010292		
OG0014819		Caust.v2_010285		
OG0014820		Caust.v2_010291		
OG0014821		Caust.v2_010288		
OG0014822		Caust.v2_010284		
OG0014823		Caust.v2_010295		
OG0014824		Caust.v2_019019		
OG0014825		Caust.v2_019017		
OG0014826		Caust.v2_014876		
OG0014827		Caust.v2_014883		
OG0014828		Caust.v2_014872		
OG0014829		Caust.v2_014874		
OG0014830		Caust.v2_014880		
OG0014831		Caust.v2_014877		
OG0014832		Caust.v2_014875		
OG0014833		Caust.v2_014879		
OG0014834		Caust.v2_014873		
OG0014835		Caust.v2_016402		
OG0014836		Caust.v2_016401		
OG0014837		Caust.v2_016405		
OG0014838		Caust.v2_016404		
OG0014839		Caust.v2_016398		
OG0014840		Caust.v2_016403		
OG0014841		Caust.v2_016406		
OG0014842		Caust.v2_016400		
OG0014843		Caust.v2_016407		
OG0014844		Caust.v2_018235		
OG0014845		Caust.v2_020413		
OG0014846		Caust.v2_020414		
OG0014847		Caust.v2_022031		
OG0014848		Caust.v2_021381		
OG0014849		Caust.v2_019001		
OG0014850		Caust.v2_019002		
OG0014851		Caust.v2_019000		
OG0014852		Caust.v2_021220		
OG0014853		Caust.v2_021365		
OG0014854		Caust.v2_017945		
OG0014855		Caust.v2_017944		
OG0014856		Caust.v2_010557		
OG0014857		Caust.v2_011516		
OG0014858		Caust.v2_011509		
OG0014859		Caust.v2_011510		
OG0014860		Caust.v2_011514		
OG0014861		Caust.v2_011505		
OG0014862		Caust.v2_011511		
OG0014863		Caust.v2_011512		
OG0014864		Caust.v2_011519		
OG0014865		Caust.v2_011504		
OG0014866		Caust.v2_011508		
OG0014867		Caust.v2_011513		
OG0014868		Caust.v2_011501		
OG0014869		Caust.v2_011503		
OG0014870		Caust.v2_011515		
OG0014871		Caust.v2_011502		
OG0014872		Caust.v2_018316		
OG0014873		Caust.v2_018319		
OG0014874		Caust.v2_018318		
OG0014875		Caust.v2_011866		
OG0014876		Caust.v2_011878		
OG0014877		Caust.v2_011879		
OG0014878		Caust.v2_011860		
OG0014879		Caust.v2_011869		
OG0014880		Caust.v2_011875		
OG0014881		Caust.v2_011861		
OG0014882		Caust.v2_011863		
OG0014883		Caust.v2_011865		
OG0014884		Caust.v2_011867		
OG0014885		Caust.v2_021254		
OG0014886		Caust.v2_020315		
OG0014887		Caust.v2_020438		
OG0014888		Caust.v2_020439		
OG0014889		Caust.v2_016063		
OG0014890		Caust.v2_016062		
OG0014891		Caust.v2_016059		
OG0014892		Caust.v2_018803		
OG0014893		Caust.v2_018802		
OG0014894		Caust.v2_011945		
OG0014895		Caust.v2_011961		
OG0014896		Caust.v2_011950		
OG0014897		Caust.v2_011954		
OG0014898		Caust.v2_020058		
OG0014899		Caust.v2_009978		
OG0014900		Caust.v2_009988		
OG0014901		Caust.v2_009996		
OG0014902		Caust.v2_010005		
OG0014903		Caust.v2_010004		
OG0014904		Caust.v2_009980		
OG0014905		Caust.v2_010003		
OG0014906		Caust.v2_009979		
OG0014907		Caust.v2_009981		
OG0014908		Caust.v2_010000		
OG0014909		Caust.v2_010002		
OG0014910		Caust.v2_010007		
OG0014911		Caust.v2_009999		
OG0014912		Caust.v2_009998		
OG0014913		Caust.v2_021999		
OG0014914		Caust.v2_021276		
OG0014915		Caust.v2_004884		
OG0014916		Caust.v2_004895		
OG0014917		Caust.v2_004894		
OG0014918		Caust.v2_004893		
OG0014919		Caust.v2_004886		
OG0014920		Caust.v2_004897		
OG0014921		Caust.v2_004885		
OG0014922		Caust.v2_004896		
OG0014923		Caust.v2_004907		
OG0014924		Caust.v2_004908		
OG0014925		Caust.v2_004923		
OG0014926		Caust.v2_004921		
OG0014927		Caust.v2_018598		
OG0014928		Caust.v2_018601		
OG0014929		Caust.v2_018599		
OG0014930		Caust.v2_014431		
OG0014931		Caust.v2_014434		
OG0014932		Caust.v2_020938		
OG0014933		Caust.v2_015591		
OG0014934		Caust.v2_015595		
OG0014935		Caust.v2_015590		
OG0014936		Caust.v2_015596		
OG0014937		Caust.v2_015587		
OG0014938		Caust.v2_015597		
OG0014939		Caust.v2_015589		
OG0014940		Caust.v2_015588		
OG0014941		Caust.v2_017720		
OG0014942		Caust.v2_001427		
OG0014943		Caust.v2_001425		
OG0014944		Caust.v2_001438		
OG0014945		Caust.v2_001441		
OG0014946		Caust.v2_001452		
OG0014947		Caust.v2_001451		
OG0014948		Caust.v2_001448		
OG0014949		Caust.v2_001449		
OG0014950		Caust.v2_001450		
OG0014951		Caust.v2_001462		
OG0014952		Caust.v2_001479		
OG0014953		Caust.v2_001467		
OG0014954		Caust.v2_001469		
OG0014955		Caust.v2_001468		
OG0014956		Caust.v2_001463		
OG0014957		Caust.v2_001481		
OG0014958		Caust.v2_001482		
OG0014959		Caust.v2_001484		
OG0014960		Caust.v2_001490		
OG0014961		Caust.v2_001503		
OG0014962		Caust.v2_001510		
OG0014963		Caust.v2_001512		
OG0014964		Caust.v2_001501		
OG0014965		Caust.v2_001516		
OG0014966		Caust.v2_001500		
OG0014967		Caust.v2_001515		
OG0014968		Caust.v2_001518		
OG0014969		Caust.v2_001506		
OG0014970		Caust.v2_001509		
OG0014971		Caust.v2_001511		
OG0014972		Caust.v2_001502		
OG0014973		Caust.v2_001525		
OG0014974		Caust.v2_001522		
OG0014975		Caust.v2_001523		
OG0014976		Caust.v2_001520		
OG0014977		Caust.v2_001532		
OG0014978		Caust.v2_001536		
OG0014979		Caust.v2_001538		
OG0014980		Caust.v2_001540		
OG0014981		Caust.v2_001556		
OG0014982		Caust.v2_001557		
OG0014983		Caust.v2_001545		
OG0014984		Caust.v2_001544		
OG0014985		Caust.v2_001548		
OG0014986		Caust.v2_001543		
OG0014987		Caust.v2_001555		
OG0014988		Caust.v2_001553		
OG0014989		Caust.v2_001547		
OG0014990		Caust.v2_001539		
OG0014991		Caust.v2_001542		
OG0014992		Caust.v2_001554		
OG0014993		Caust.v2_001551		
OG0014994		Caust.v2_001559		
OG0014995		Caust.v2_001550		
OG0014996		Caust.v2_001546		
OG0014997		Caust.v2_001562		
OG0014998		Caust.v2_001564		
OG0014999		Caust.v2_001560		
OG0015000		Caust.v2_001569		
OG0015001		Caust.v2_001558		
OG0015002		Caust.v2_001570		
OG0015003		Caust.v2_001568		
OG0015004		Caust.v2_001572		
OG0015005		Caust.v2_001561		
OG0015006		Caust.v2_001576		
OG0015007		Caust.v2_001575		
OG0015008		Caust.v2_001573		
OG0015009		Caust.v2_001574		
OG0015010		Caust.v2_001578		
OG0015011		Caust.v2_001579		
OG0015012		Caust.v2_001590		
OG0015013		Caust.v2_001584		
OG0015014		Caust.v2_001582		
OG0015015		Caust.v2_001583		
OG0015016		Caust.v2_001580		
OG0015017		Caust.v2_001591		
OG0015018		Caust.v2_001598		
OG0015019		Caust.v2_001597		
OG0015020		Caust.v2_001594		
OG0015021		Caust.v2_001593		
OG0015022		Caust.v2_001596		
OG0015023		Caust.v2_001595		
OG0015024		Caust.v2_001592		
OG0015025		Caust.v2_001601		
OG0015026		Caust.v2_001600		
OG0015027		Caust.v2_001603		
OG0015028		Caust.v2_001602		
OG0015029		Caust.v2_001604		
OG0015030		Caust.v2_001599		
OG0015031		Caust.v2_001633		
OG0015032		Caust.v2_001611		
OG0015033		Caust.v2_001609		
OG0015034		Caust.v2_001614		
OG0015035		Caust.v2_001610		
OG0015036		Caust.v2_001632		
OG0015037		Caust.v2_001630		
OG0015038		Caust.v2_001612		
OG0015039		Caust.v2_001648		
OG0015040		Caust.v2_001629		
OG0015041		Caust.v2_001631		
OG0015042		Caust.v2_001639		
OG0015043		Caust.v2_001638		
OG0015044		Caust.v2_001636		
OG0015045		Caust.v2_001635		
OG0015046		Caust.v2_001647		
OG0015047		Caust.v2_001645		
OG0015048		Caust.v2_001660		
OG0015049		Caust.v2_001661		
OG0015050		Caust.v2_001659		
OG0015051		Caust.v2_001667		
OG0015052		Caust.v2_001666		
OG0015053		Caust.v2_001700		
OG0015054		Caust.v2_001704		
OG0015055		Caust.v2_001705		
OG0015056		Caust.v2_001684		
OG0015057		Caust.v2_001690		
OG0015058		Caust.v2_001668		
OG0015059		Caust.v2_001699		
OG0015060		Caust.v2_001694		
OG0015061		Caust.v2_001696		
OG0015062		Caust.v2_022302		
OG0015063		Caust.v2_015811		
OG0015064		Caust.v2_015806		
OG0015065		Caust.v2_015809		
OG0015066		Caust.v2_015807		
OG0015067		Caust.v2_021009		
OG0015068		Caust.v2_020226		
OG0015069		Caust.v2_022617		
OG0015070		Caust.v2_022262		
OG0015071		Caust.v2_018987		
OG0015072		Caust.v2_022154		
OG0015073		Caust.v2_013010		
OG0015074		Caust.v2_013016		
OG0015075		Caust.v2_013009		
OG0015076		Caust.v2_013015		
OG0015077		Caust.v2_013012		
OG0015078		Caust.v2_013013		
OG0015079		Caust.v2_013018		
OG0015080		Caust.v2_013020		
OG0015081		Caust.v2_013008		
OG0015082		Caust.v2_020408		
OG0015083		Caust.v2_019647		
OG0015084		Caust.v2_019648		
OG0015085		Caust.v2_011622		
OG0015086		Caust.v2_011624		
OG0015087		Caust.v2_011623		
OG0015088		Caust.v2_011621		
OG0015089		Caust.v2_011618		
OG0015090		Caust.v2_009498		
OG0015091		Caust.v2_009500		
OG0015092		Caust.v2_009502		
OG0015093		Caust.v2_009501		
OG0015094		Caust.v2_009509		
OG0015095		Caust.v2_009508		
OG0015096		Caust.v2_009510		
OG0015097		Caust.v2_009507		
OG0015098		Caust.v2_009503		
OG0015099		Caust.v2_009504		
OG0015100		Caust.v2_009513		
OG0015101		Caust.v2_009713		
OG0015102		Caust.v2_009716		
OG0015103		Caust.v2_009732		
OG0015104		Caust.v2_009721		
OG0015105		Caust.v2_009712		
OG0015106		Caust.v2_009725		
OG0015107		Caust.v2_009723		
OG0015108		Caust.v2_009726		
OG0015109		Caust.v2_009719		
OG0015110		Caust.v2_009733		
OG0015111		Caust.v2_010458		
OG0015112		Caust.v2_010461		
OG0015113		Caust.v2_010468		
OG0015114		Caust.v2_010464		
OG0015115		Caust.v2_010467		
OG0015116		Caust.v2_010466		
OG0015117		Caust.v2_010465		
OG0015118		Caust.v2_010470		
OG0015119		Caust.v2_022125		
OG0015120		Caust.v2_018611		
OG0015121		Caust.v2_018609		
OG0015122		Caust.v2_018610		
OG0015123		Caust.v2_018612		
OG0015124		Caust.v2_018578		
OG0015125		Caust.v2_019096		
OG0015126		Caust.v2_004123		
OG0015127		Caust.v2_004125		
OG0015128		Caust.v2_004133		
OG0015129		Caust.v2_004129		
OG0015130		Caust.v2_004130		
OG0015131		Caust.v2_004144		
OG0015132		Caust.v2_004150		
OG0015133		Caust.v2_004147		
OG0015134		Caust.v2_004146		
OG0015135		Caust.v2_004149		
OG0015136		Caust.v2_004145		
OG0015137		Caust.v2_004151		
OG0015138		Caust.v2_004152		
OG0015139		Caust.v2_004156		
OG0015140		Caust.v2_004155		
OG0015141		Caust.v2_004148		
OG0015142		Caust.v2_004154		
OG0015143		Caust.v2_004171		
OG0015144		Caust.v2_004159		
OG0015145		Caust.v2_004161		
OG0015146		Caust.v2_004168		
OG0015147		Caust.v2_004177		
OG0015148		Caust.v2_004179		
OG0015149		Caust.v2_004181		
OG0015150		Caust.v2_004170		
OG0015151		Caust.v2_004176		
OG0015152		Caust.v2_004174		
OG0015153		Caust.v2_004169		
OG0015154		Caust.v2_004184		
OG0015155		Caust.v2_004178		
OG0015156		Caust.v2_004182		
OG0015157		Caust.v2_004185		
OG0015158		Caust.v2_004173		
OG0015159		Caust.v2_016096		
OG0015160		Caust.v2_016088		
OG0015161		Caust.v2_016091		
OG0015162		Caust.v2_016092		
OG0015163		Caust.v2_016093		
OG0015164		Caust.v2_016090		
OG0015165		Caust.v2_016087		
OG0015166		Caust.v2_016089		
OG0015167		Caust.v2_016097		
OG0015168		Caust.v2_016095		
OG0015169		Caust.v2_016094		
OG0015170		Caust.v2_016098		
OG0015171		Caust.v2_004575		
OG0015172		Caust.v2_004573		
OG0015173		Caust.v2_004582		
OG0015174		Caust.v2_004589		
OG0015175		Caust.v2_004590		
OG0015176		Caust.v2_004597		
OG0015177		Caust.v2_004598		
OG0015178		Caust.v2_004594		
OG0015179		Caust.v2_004599		
OG0015180		Caust.v2_004592		
OG0015181		Caust.v2_004596		
OG0015182		Caust.v2_004604		
OG0015183		Caust.v2_004601		
OG0015184		Caust.v2_004609		
OG0015185		Caust.v2_004605		
OG0015186		Caust.v2_004606		
OG0015187		Caust.v2_004603		
OG0015188		Caust.v2_004580		
OG0015189		Caust.v2_004602		
OG0015190		Caust.v2_004608		
OG0015191		Caust.v2_004613		
OG0015192		Caust.v2_004610		
OG0015193		Caust.v2_004615		
OG0015194		Caust.v2_004614		
OG0015195		Caust.v2_004612		
OG0015196		Caust.v2_004593		
OG0015197		Caust.v2_004616		
OG0015198		Caust.v2_004600		
OG0015199		Caust.v2_004607		
OG0015200		Caust.v2_004581		
OG0015201		Caust.v2_004611		
OG0015202		Caust.v2_004620		
OG0015203		Caust.v2_004623		
OG0015204		Caust.v2_004624		
OG0015205		Caust.v2_004625		
OG0015206		Caust.v2_004617		
OG0015207		Caust.v2_004628		
OG0015208		Caust.v2_004622		
OG0015209		Caust.v2_004626		
OG0015210		Caust.v2_004629		
OG0015211		Caust.v2_004627		
OG0015212		Caust.v2_004621		
OG0015213		Caust.v2_004630		
OG0015214		Caust.v2_004644		
OG0015215		Caust.v2_004646		
OG0015216		Caust.v2_004648		
OG0015217		Caust.v2_004653		
OG0015218		Caust.v2_004655		
OG0015219		Caust.v2_004636		
OG0015220		Caust.v2_004639		
OG0015221		Caust.v2_004643		
OG0015222		Caust.v2_004638		
OG0015223		Caust.v2_004654		
OG0015224		Caust.v2_004649		
OG0015225		Caust.v2_004637		
OG0015226		Caust.v2_004652		
OG0015227		Caust.v2_004632		
OG0015228		Caust.v2_004645		
OG0015229		Caust.v2_004647		
OG0015230		Caust.v2_004631		
OG0015231		Caust.v2_004650		
OG0015232		Caust.v2_004651		
OG0015233		Caust.v2_004656		
OG0015234		Caust.v2_021447		
OG0015235		Caust.v2_022284		
OG0015236		Caust.v2_021283		
OG0015237		Caust.v2_010519		
OG0015238		Caust.v2_010517		
OG0015239		Caust.v2_010518		
OG0015240		Caust.v2_010514		
OG0015241		Caust.v2_010541		
OG0015242		Caust.v2_010534		
OG0015243		Caust.v2_010532		
OG0015244		Caust.v2_010538		
OG0015245		Caust.v2_010531		
OG0015246		Caust.v2_010542		
OG0015247		Caust.v2_010544		
OG0015248		Caust.v2_010537		
OG0015249		Caust.v2_014086		
OG0015250		Caust.v2_020746		
OG0015251		Caust.v2_020747		
OG0015252		Caust.v2_019949		
OG0015253		Caust.v2_019950		
OG0015254		Caust.v2_011701		
OG0015255		Caust.v2_011699		
OG0015256		Caust.v2_011700		
OG0015257		Caust.v2_011703		
OG0015258		Caust.v2_011709		
OG0015259		Caust.v2_011721		
OG0015260		Caust.v2_011705		
OG0015261		Caust.v2_011706		
OG0015262		Caust.v2_011713		
OG0015263		Caust.v2_011714		
OG0015264		Caust.v2_011715		
OG0015265		Caust.v2_011718		
OG0015266		Caust.v2_011702		
OG0015267		Caust.v2_011717		
OG0015268		Caust.v2_015005		
OG0015269		Caust.v2_014993		
OG0015270		Caust.v2_014994		
OG0015271		Caust.v2_014998		
OG0015272		Caust.v2_014997		
OG0015273		Caust.v2_014992		
OG0015274		Caust.v2_015002		
OG0015275		Caust.v2_015003		
OG0015276		Caust.v2_014996		
OG0015277		Caust.v2_015004		
OG0015278		Caust.v2_015001		
OG0015279		Caust.v2_022248		
OG0015280		Caust.v2_018759		
OG0015281		Caust.v2_008746		
OG0015282		Caust.v2_008744		
OG0015283		Caust.v2_008750		
OG0015284		Caust.v2_008739		
OG0015285		Caust.v2_008740		
OG0015286		Caust.v2_008741		
OG0015287		Caust.v2_008742		
OG0015288		Caust.v2_008752		
OG0015289		Caust.v2_008754		
OG0015290		Caust.v2_008771		
OG0015291		Caust.v2_008770		
OG0015292		Caust.v2_008772		
OG0015293		Caust.v2_008776		
OG0015294		Caust.v2_008765		
OG0015295		Caust.v2_008773		
OG0015296		Caust.v2_008774		
OG0015297		Caust.v2_008769		
OG0015298		Caust.v2_008766		
OG0015299		Caust.v2_008775		
OG0015300		Caust.v2_008767		
OG0015301		Caust.v2_008764		
OG0015302		Caust.v2_021077		
OG0015303		Caust.v2_021076		
OG0015304		Caust.v2_022163		
OG0015305		Caust.v2_006276		
OG0015306		Caust.v2_006278		
OG0015307		Caust.v2_006288		
OG0015308		Caust.v2_006286		
OG0015309		Caust.v2_006284		
OG0015310		Caust.v2_006315		
OG0015311		Caust.v2_006314		
OG0015312		Caust.v2_006305		
OG0015313		Caust.v2_006329		
OG0015314		Caust.v2_006328		
OG0015315		Caust.v2_006313		
OG0015316		Caust.v2_006330		
OG0015317		Caust.v2_006321		
OG0015318		Caust.v2_006333		
OG0015319		Caust.v2_006326		
OG0015320		Caust.v2_006322		
OG0015321		Caust.v2_006320		
OG0015322		Caust.v2_006332		
OG0015323		Caust.v2_022033		
OG0015324		Caust.v2_013040		
OG0015325		Caust.v2_013044		
OG0015326		Caust.v2_013038		
OG0015327		Caust.v2_013041		
OG0015328		Caust.v2_013042		
OG0015329		Caust.v2_013048		
OG0015330		Caust.v2_013043		
OG0015331		Caust.v2_013049		
OG0015332		Caust.v2_013047		
OG0015333		Caust.v2_013050		
OG0015334		Caust.v2_013054		
OG0015335		Caust.v2_013058		
OG0015336		Caust.v2_013045		
OG0015337		Caust.v2_013057		
OG0015338		Caust.v2_013052		
OG0015339		Caust.v2_013051		
OG0015340		Caust.v2_013056		
OG0015341		Caust.v2_013053		
OG0015342		Caust.v2_021822		
OG0015343		Caust.v2_010181		
OG0015344		Caust.v2_010179		
OG0015345		Caust.v2_010186		
OG0015346		Caust.v2_010180		
OG0015347		Caust.v2_010182		
OG0015348		Caust.v2_010178		
OG0015349		Caust.v2_010195		
OG0015350		Caust.v2_010196		
OG0015351		Caust.v2_010205		
OG0015352		Caust.v2_010202		
OG0015353		Caust.v2_010201		
OG0015354		Caust.v2_010203		
OG0015355		Caust.v2_010191		
OG0015356		Caust.v2_010204		
OG0015357		Caust.v2_010206		
OG0015358		Caust.v2_018721		
OG0015359		Caust.v2_012702		
OG0015360		Caust.v2_012706		
OG0015361		Caust.v2_012704		
OG0015362		Caust.v2_012701		
OG0015363		Caust.v2_012698		
OG0015364		Caust.v2_012703		
OG0015365		Caust.v2_012715		
OG0015366		Caust.v2_012712		
OG0015367		Caust.v2_012710		
OG0015368		Caust.v2_012714		
OG0015369		Caust.v2_012716		
OG0015370		Caust.v2_012708		
OG0015371		Caust.v2_012713		
OG0015372		Caust.v2_012709		
OG0015373		Caust.v2_012711		
OG0015374		Caust.v2_012707		
OG0015375		Caust.v2_021516		
OG0015376		Caust.v2_018455		
OG0015377		Caust.v2_018454		
OG0015378		Caust.v2_021461		
OG0015379		Caust.v2_008428		
OG0015380		Caust.v2_008431		
OG0015381		Caust.v2_008427		
OG0015382		Caust.v2_008448		
OG0015383		Caust.v2_008454		
OG0015384		Caust.v2_008451		
OG0015385		Caust.v2_008450		
OG0015386		Caust.v2_008444		
OG0015387		Caust.v2_008447		
OG0015388		Caust.v2_008452		
OG0015389		Caust.v2_008449		
OG0015390		Caust.v2_008453		
OG0015391		Caust.v2_008456		
OG0015392		Caust.v2_008455		
OG0015393		Caust.v2_008446		
OG0015394		Caust.v2_008445		
OG0015395		Caust.v2_016347		
OG0015396		Caust.v2_016346		
OG0015397		Caust.v2_022217		
OG0015398		Caust.v2_018212		
OG0015399		Caust.v2_018210		
OG0015400		Caust.v2_022039		
OG0015401		Caust.v2_019389		
OG0015402		Caust.v2_019391		
OG0015403		Caust.v2_019390		
OG0015404		Caust.v2_018751		
OG0015405		Caust.v2_022203		
OG0015406		Caust.v2_017524		
OG0015407		Caust.v2_017528		
OG0015408		Caust.v2_017525		
OG0015409		Caust.v2_017522		
OG0015410		Caust.v2_015379		
OG0015411		Caust.v2_019606		
OG0015412		Caust.v2_019066		
OG0015413		Caust.v2_019062		
OG0015414		Caust.v2_020312		
OG0015415		Caust.v2_013874		
OG0015416		Caust.v2_013873		
OG0015417		Caust.v2_013872		
OG0015418		Caust.v2_013871		
OG0015419		Caust.v2_013864		
OG0015420		Caust.v2_013862		
OG0015421		Caust.v2_013859		
OG0015422		Caust.v2_013867		
OG0015423		Caust.v2_013863		
OG0015424		Caust.v2_013861		
OG0015425		Caust.v2_013868		
OG0015426		Caust.v2_013857		
OG0015427		Caust.v2_013866		
OG0015428		Caust.v2_008863		
OG0015429		Caust.v2_008862		
OG0015430		Caust.v2_017919		
OG0015431		Caust.v2_017918		
OG0015432		Caust.v2_017915		
OG0015433		Caust.v2_020823		
OG0015434		Caust.v2_013594		
OG0015435		Caust.v2_013606		
OG0015436		Caust.v2_013601		
OG0015437		Caust.v2_005899		
OG0015438		Caust.v2_005895		
OG0015439		Caust.v2_005906		
OG0015440		Caust.v2_005907		
OG0015441		Caust.v2_005913		
OG0015442		Caust.v2_005921		
OG0015443		Caust.v2_005925		
OG0015444		Caust.v2_005915		
OG0015445		Caust.v2_005931		
OG0015446		Caust.v2_005934		
OG0015447		Caust.v2_005932		
OG0015448		Caust.v2_005984		
OG0015449		Caust.v2_005986		
OG0015450		Caust.v2_006000		
OG0015451		Caust.v2_005998		
OG0015452		Caust.v2_005996		
OG0015453		Caust.v2_005990		
OG0015454		Caust.v2_005988		
OG0015455		Caust.v2_005995		
OG0015456		Caust.v2_006006		
OG0015457		Caust.v2_006015		
OG0015458		Caust.v2_006016		
OG0015459		Caust.v2_005999		
OG0015460		Caust.v2_005997		
OG0015461		Caust.v2_006007		
OG0015462		Caust.v2_006029		
OG0015463		Caust.v2_006034		
OG0015464		Caust.v2_006027		
OG0015465		Caust.v2_006035		
OG0015466		Caust.v2_006033		
OG0015467		Caust.v2_006028		
OG0015468		Caust.v2_006038		
OG0015469		Caust.v2_006036		
OG0015470		Caust.v2_018731		
OG0015471		Caust.v2_018730		
OG0015472		Caust.v2_018729		
OG0015473		Caust.v2_019433		
OG0015474		Caust.v2_022204		
OG0015475		Caust.v2_002635		
OG0015476		Caust.v2_002639		
OG0015477		Caust.v2_002628		
OG0015478		Caust.v2_002631		
OG0015479		Caust.v2_002642		
OG0015480		Caust.v2_002640		
OG0015481		Caust.v2_002641		
OG0015482		Caust.v2_002655		
OG0015483		Caust.v2_002636		
OG0015484		Caust.v2_002661		
OG0015485		Caust.v2_002671		
OG0015486		Caust.v2_002688		
OG0015487		Caust.v2_002678		
OG0015488		Caust.v2_002677		
OG0015489		Caust.v2_002675		
OG0015490		Caust.v2_002680		
OG0015491		Caust.v2_002694		
OG0015492		Caust.v2_002696		
OG0015493		Caust.v2_002687		
OG0015494		Caust.v2_002693		
OG0015495		Caust.v2_002685		
OG0015496		Caust.v2_002690		
OG0015497		Caust.v2_002686		
OG0015498		Caust.v2_002697		
OG0015499		Caust.v2_002695		
OG0015500		Caust.v2_002689		
OG0015501		Caust.v2_002691		
OG0015502		Caust.v2_002692		
OG0015503		Caust.v2_002704		
OG0015504		Caust.v2_002718		
OG0015505		Caust.v2_002708		
OG0015506		Caust.v2_002738		
OG0015507		Caust.v2_002739		
OG0015508		Caust.v2_002725		
OG0015509		Caust.v2_020322		
OG0015510		Caust.v2_020078		
OG0015511		Caust.v2_019281		
OG0015512		Caust.v2_022586		
OG0015513		Caust.v2_016609		
OG0015514		Caust.v2_016736		
OG0015515		Caust.v2_016732		
OG0015516		Caust.v2_016735		
OG0015517		Caust.v2_016733		
OG0015518		Caust.v2_016731		
OG0015519		Caust.v2_020423		
OG0015520		Caust.v2_021511		
OG0015521		Caust.v2_022460		
OG0015522		Caust.v2_015401		
OG0015523		Caust.v2_020410		
OG0015524		Caust.v2_020411		
OG0015525		Caust.v2_013330		
OG0015526		Caust.v2_013326		
OG0015527		Caust.v2_013323		
OG0015528		Caust.v2_013337		
OG0015529		Caust.v2_013339		
OG0015530		Caust.v2_013322		
OG0015531		Caust.v2_013335		
OG0015532		Caust.v2_013329		
OG0015533		Caust.v2_013336		
OG0015534		Caust.v2_013325		
OG0015535		Caust.v2_014486		
OG0015536		Caust.v2_014481		
OG0015537		Caust.v2_014483		
OG0015538		Caust.v2_020143		
OG0015539		Caust.v2_013252		
OG0015540		Caust.v2_013255		
OG0015541		Caust.v2_013257		
OG0015542		Caust.v2_013249		
OG0015543		Caust.v2_013256		
OG0015544		Caust.v2_021640		
OG0015545		Caust.v2_020100		
OG0015546		Caust.v2_018945		
OG0015547		Caust.v2_018944		
OG0015548		Caust.v2_010671		
OG0015549		Caust.v2_010676		
OG0015550		Caust.v2_010656		
OG0015551		Caust.v2_010657		
OG0015552		Caust.v2_010659		
OG0015553		Caust.v2_019960		
OG0015554		Caust.v2_019961		
OG0015555		Caust.v2_018104		
OG0015556		Caust.v2_018105		
OG0015557		Caust.v2_021489		
OG0015558		Caust.v2_017151		
OG0015559		Caust.v2_017154		
OG0015560		Caust.v2_017156		
OG0015561		Caust.v2_017155		
OG0015562		Caust.v2_017157		
OG0015563		Caust.v2_019453		
OG0015564		Caust.v2_009183		
OG0015565		Caust.v2_009174		
OG0015566		Caust.v2_009193		
OG0015567		Caust.v2_022738		
OG0015568		Caust.v2_020741		
OG0015569		Caust.v2_020539		
OG0015570		Caust.v2_020538		
OG0015571		Caust.v2_010118		
OG0015572		Caust.v2_010120		
OG0015573		Caust.v2_010117		
OG0015574		Caust.v2_010123		
OG0015575		Caust.v2_010119		
OG0015576		Caust.v2_022538		
OG0015577		Caust.v2_022070		
OG0015578		Caust.v2_016463		
OG0015579		Caust.v2_016470		
OG0015580		Caust.v2_016472		
OG0015581		Caust.v2_016467		
OG0015582		Caust.v2_016468		
OG0015583		Caust.v2_019401		
OG0015584		Caust.v2_019402		
OG0015585		Caust.v2_019400		
OG0015586		Caust.v2_021413		
OG0015587		Caust.v2_012999		
OG0015588		Caust.v2_013006		
OG0015589		Caust.v2_012997		
OG0015590		Caust.v2_012998		
OG0015591		Caust.v2_022270		
OG0015592		Caust.v2_005467		
OG0015593		Caust.v2_005471		
OG0015594		Caust.v2_005474		
OG0015595		Caust.v2_005466		
OG0015596		Caust.v2_005463		
OG0015597		Caust.v2_005470		
OG0015598		Caust.v2_005473		
OG0015599		Caust.v2_005478		
OG0015600		Caust.v2_005475		
OG0015601		Caust.v2_005493		
OG0015602		Caust.v2_005472		
OG0015603		Caust.v2_005476		
OG0015604		Caust.v2_005469		
OG0015605		Caust.v2_005509		
OG0015606		Caust.v2_005501		
OG0015607		Caust.v2_005519		
OG0015608		Caust.v2_005514		
OG0015609		Caust.v2_021526		
OG0015610		Caust.v2_014262		
